code,uri,label,definition
AU WTW,NA,Waterways,NA
AU WTN,NA,Webberton,NA
AU WEI,NA,Weipa,NA
AU KJH,NA,Welland,NA
AU WHL,NA,Welshpool,NA
AU WWP,NA,Wentworth Point,NA
AU WRB,NA,Werribee,NA
AU WEP,NA,Westernport,NA
AU WSI,NA,Whitsunday Island,NA
AU WYA,NA,Whyalla,NA
AU WIH,NA,Wingham,NA
AU VIT,NA,Wishart,NA
AU WNB,NA,Withnell Bay,NA
AU WOT,NA,Wonthaggi,NA
AU WOO,NA,Woolloomooloo,NA
AU WBT,NA,Woollybutt (Oil facility),NA
AU WYN,NA,Wyndham,NA
AU YBA,NA,Yamba,NA
AU YAM,NA,Yampi,NA
AU YRR,NA,Yarra Junction,NA
AW AUA,NA,Aruba,NA
AW BAR,NA,Barcadera,NA
AW BUS,NA,Bushiribana,NA
AW DEU,NA,Druif,NA
AW ORJ,NA,Oranjestad,NA
AW SNL,NA,Sint Nicolaas,NA
AX MHQ,NA,Maarianhamina (Mariehamn),NA
AX MHQ,NA,Mariehamn (Maarianhamina),NA
AZ ALA,NA,Alat,NA
AZ BAK,NA,Baku,NA
AZ KMZ,NA,Khachmaz,NA
AZ QDG,NA,Qaradag,NA
AZ SHI,NA,Shirvan,NA
AZ SUQ,NA,Sumqayit,NA
BA BIR,NA,Biracevac,NA
BA 4CA,NA,Cazin,NA
BA DOJ,NA,Domaljevac,NA
BA FOJ,NA,Fojnica,NA
BA JBA,NA,Jablanica,NA
BA MAG,NA,Maglaj,NA
BA NEM,NA,Neum,NA
BA SMT,NA,Sanski Most,NA
BA VGS,NA,Vogosca,NA
BA ZNK,NA,Zvornik,NA
BB BGI,NA,Bridgetown,NA
BB STM,NA,Saint Michael,NA
BD ASJ,NA,Ashuganj,NA
BD BZL,NA,Barisal,NA
BD BNP,NA,Benapole,NA
BD CHL,NA,Chalna,NA
BD CGP,NA,Chattogram,NA
BD KHL,NA,Khulna,NA
BD MGL,NA,Mongla,NA
BD MUN,NA,Munshiganj,NA
BD NAR,NA,Narayanganj,NA
BD PCR,NA,Panchashar,NA
BD PGN,NA,Pangaon,NA
BD PAY,NA,Payra Port,NA
BE AAB,NA,Aalst,NA
BE AAL,NA,Aalter,NA
BE ADK,NA,Adinkerke,NA
BE AFN,NA,Afsnee,NA
BE ABK,NA,Albertkanaal ports,NA
BE AMY,NA,Amay,NA
BE APS,NA,Ampsin,NA
BE AND,NA,Andenne,NA
BE ANB,NA,Angleur,NA
BE ANH,NA,Anhée,NA
BE AVE,NA,Annevoie,NA
BE ASR,NA,Anseremme,NA
BE AHE,NA,Antheit,NA
BE ATO,NA,Antoing,NA
BE ANR,NA,Antwerpen,NA
BE AVG,NA,Anvaing,NA
BE APL,NA,Appels,NA
BE APT,NA,Appelterre-Eichem,NA
BE AEJ,NA,Arendonk,NA
BE AGT,NA,Argenteau,NA
BE ASP,NA,Asper,NA
BE AST,NA,Astene,NA
BE ATH,NA,Ath,NA
BE 7PD,NA,Athis,NA
BE ODE,NA,Auderghem (Oudergem)/Brussel (Bruxelles),NA
BE AVS,NA,Auvelais,NA
BE AVL,NA,Avelgem,NA
BE W5R,NA,Awirs,NA
BE BSR,NA,Baasrode,NA
BE BAI,NA,Baillonville,NA
BE BLE,NA,Balen,NA
BE BGK,NA,Balgerhoek,NA
BE BOA,NA,Bas-Oha,NA
BE BAT,NA,Battel,NA
BE BDU,NA,Baudour,NA
BE BAZ,NA,Bazel,NA
BE BRM,NA,Beernem,NA
BE BER,NA,Beerse,NA
BE BCR,NA,Bellecourt,NA
BE BLO,NA,Beloeil,NA
BE BAN,NA,Ben-Ahin,NA
BE BCM,NA,Berchem,NA
BE BRT,NA,Berendrecht,NA
BE RIN,NA,Beringen,NA
BE BNU,NA,Berneau,NA
BE BTX,NA,Bertrix,NA
BE BVE,NA,Bever,NA
BE BVO,NA,Beverlo,NA
BE BSE,NA,Bissegem,NA
BE BBG,NA,Blankenberge,NA
BE WHT,NA,Blaregnies,NA
BE BLT,NA,Blaton,NA
BE BHR,NA,Bléharies,NA
BE BOC,NA,Bocholt,NA
BE BHE,NA,Boekhoute,NA
BE BOM,NA,Boom,NA
BE BOO,NA,Boorsem,NA
BE BMB,NA,Boortmeerbeek,NA
BE BON,NA,Bornem,NA
BE BSU,NA,Bossuit,NA
BE BO2,NA,Bougnies,NA
BE BVM,NA,Bouvignes-sur-Meuse,NA
BE BRE,NA,Bree,NA
BE BGN,NA,Briegden,NA
BE BGS,NA,Brugge (Bruges),NA
BE BRU,NA,Brussel (Bruxelles),NA
BE BRU,NA,Bruxelles (Brussel),NA
BE BRY,NA,Bruyelle,NA
BE BHU,NA,Buggenhout,NA
BE BUD,NA,Burcht,NA
BE CLN,NA,Calonne,NA
BE KAN,NA,Canne (Kanne),NA
BE CRL,NA,Charleroi,NA
BE CTL,NA,Châtelineau,NA
BE CRA,NA,Cheratte,NA
BE CRQ,NA,Chercq,NA
BE CTA,NA,Chertal,NA
BE CBQ,NA,Clabecq,NA
BE COM,NA,Comines,NA
BE COU,NA,Couillet,NA
BE CCS,NA,Courcelles,NA
BE DKN,NA,Daknam,NA
BE DPY,NA,Dampremy,NA
BE DPE,NA,De Pinte,NA
BE DEZ,NA,Deinze,NA
BE DNB,NA,Denderbelle,NA
BE IAI,NA,Denderhoutem,NA
BE DRW,NA,Denderleeuw,NA
BE DDR,NA,Dendermonde,NA
BE DSE,NA,Dessel,NA
BE DSL,NA,Desselgem,NA
BE DEG,NA,Deurne,NA
BE DXN,NA,Deux-Acren,NA
BE DPK,NA,Diepenbeek,NA
BE DIK,NA,Diksmuide,NA
BE DLS,NA,Dilsen,NA
BE DIA,NA,Dinant,NA
BE DEL,NA,Doel,NA
BE TRN,NA,Doornik (Tournai),NA
BE DGN,NA,Drongen,NA
BE DUF,NA,Duffel,NA
BE 9IR,NA,Eben-Emael,NA
BE EEK,NA,Eeklo,NA
BE EBZ,NA,Eigenbilzen,NA
BE EHT,NA,Eindhout,NA
BE EIN,NA,Eine,NA
BE ESD,NA,Eisden,NA
BE EQE,NA,Eke,NA
BE EKE,NA,Ekeren,NA
BE EKS,NA,Eksaarde,NA
BE EBM,NA,Emblem,NA
BE EAM,NA,Ename,NA
BE ENG,NA,Engis,NA
BE REQ,NA,Erquelinnes,NA
BE ERE,NA,Ertvelde,NA
BE EFS,NA,Escanaffles,NA
BE SPI,NA,Espierres (Spiere),NA
BE EQM,NA,Esquelmes,NA
BE EMP,NA,Estaimpuis,NA
BE EET,NA,Éthe,NA
BE EVM,NA,Evergem,NA
BE FCS,NA,Farciennes,NA
BE FEY,NA,Feluy,NA
BE FWI,NA,Flawinne,NA
BE FMA,NA,Flémalle,NA
BE FLN,NA,Flône,NA
BE FLO,NA,Floreffe,NA
BE FFX,NA,Floriffoux,NA
BE FVT,NA,Fontaine-Valmont,NA
BE FRM,NA,Fortem,NA
BE FNR,NA,Franière,NA
BE GVR,NA,Gavere,NA
BE GEL,NA,Geel,NA
BE GLK,NA,Gellik,NA
BE GBH,NA,Genenbos,NA
BE GNK,NA,Genk,NA
BE GNE,NA,Gent (Ghent),NA
BE GBU,NA,Gentbrugge,NA
BE GEA,NA,Geraardsbergen,NA
BE GHL,NA,Ghlin,NA
BE GDN,NA,Godinne,NA
BE GDE,NA,Godsheide,NA
BE GOS,NA,Gosselies,NA
BE GGM,NA,Grembergen,NA
BE GRB,NA,Grimbergen,NA
BE GBB,NA,Grobbendonk,NA
BE GRO,NA,Groot Bijgaarden,NA
BE HCT,NA,Haccourt,NA
BE HFB,NA,Halle,NA
BE HLU,NA,Halluin,NA
BE HMM,NA,Hamme,NA
BE HAM,NA,Hamsehoeven,NA
BE HMB,NA,Ham-sur-Sambre,NA
BE HNA,NA,Handzame,NA
BE HBE,NA,Hansbeke,NA
BE HCS,NA,Harchies,NA
BE HEJ,NA,Harelbeke,NA
BE HAR,NA,Haren,NA
BE HSS,NA,Hasselt,NA
BE HPD,NA,Hastière-par-delà,NA
BE HTJ,NA,Hautrage,NA
BE HRE,NA,Havré,NA
BE HEE,NA,Heer,NA
BE HDK,NA,Heindonk,NA
BE HKN,NA,Helkijn,NA
BE HEX,NA,Hemiksem,NA
BE HNS,NA,Hensies,NA
BE HYB,NA,Herdersem,NA
BE HET,NA,Herent,NA
BE HER,NA,Herentals,NA
BE HMH,NA,Hermalle-sous-Huy,NA
BE HTM,NA,Hermeton-sur-Meuse,NA
BE HRS,NA,Herstal,NA
BE TTJ,NA,Heultje,NA
BE HVE,NA,Hever,NA
BE HBN,NA,Hoboken,NA
BE HSD,NA,Hofstade,NA
BE HOL,NA,Hollain,NA
BE HGA,NA,Houdeng-Aimeries,NA
BE HGG,NA,Houdeng-Goegnies,NA
BE HRP,NA,Hourpes,NA
BE HUX,NA,Houx,NA
BE WAH,NA,Hoves,NA
BE HUM,NA,Humbeek,NA
BE HUY,NA,Huy,NA
BE IGE,NA,Ingelmunster,NA
BE ISR,NA,Isières,NA
BE ITR,NA,Itter (Ittre),NA
BE ITR,NA,Ittre (Itter),NA
BE YRT,NA,Ivoz-Ramet,NA
BE IZG,NA,Izegem,NA
BE JAM,NA,Jambes,NA
BE JAV,NA,Java,NA
BE JPS,NA,Jemeppe-sur-Sambre,NA
BE JAK,NA,Jupille-sur-Meuse,NA
BE KCT,NA,Kachtem,NA
BE KAI,NA,Kain,NA
BE KOU,NA,Kallo,NA
BE KMH,NA,Kampenhout,NA
BE KAN,NA,Kanne (Canne),NA
BE KPB,NA,Kapelle-op-den-Bos,NA
BE KLE,NA,Kaulille,NA
BE KHN,NA,Kerkhove,NA
BE KSN,NA,Kessenich,NA
BE KDE,NA,Kieldrecht,NA
BE KRO,NA,Kinrooi,NA
BE KVE,NA,Klein Veerle,NA
BE KSR,NA,Kluisbergen,NA
BE KNS,NA,Knesselaere,NA
BE KJK,NA,Kortrijk,NA
BE KEK,NA,Kruibeke,NA
BE KRN,NA,Kuringen,NA
BE KUU,NA,Kuurne,NA
BE KWA,NA,Kwaadmechelen,NA
BE RAR,NA,La Roche-en-Ardenne,NA
BE BSI,NA,Labuissière,NA
BE LUZ,NA,Ladeuze,NA
BE LAN,NA,Lanaken,NA
BE LNY,NA,Lanaye (Ternaaien),NA
BE LGM,NA,Landegem,NA
BE LDS,NA,Landelies,NA
BE LGB,NA,Langerbrugge,NA
BE LGO,NA,Langerlo,NA
BE LNK,NA,Lanklaar,NA
BE LQA,NA,Lanquesaint,NA
BE LPI,NA,Laplaigne,NA
BE LAW,NA,Lauwe,NA
BE ROU,NA,Le Roeulx,NA
BE LRG,NA,Ledeberg,NA
BE LFE,NA,Leffinge,NA
BE LBE,NA,Lembeek,NA
BE LPG,NA,Leopoldsburg,NA
BE LES,NA,Lessines,NA
BE LEU,NA,Leuven,NA
BE LHK,NA,Liefkenshoek,NA
BE LGG,NA,Liège,NA
BE LIE,NA,Lier,NA
BE LIL,NA,Lillo,NA
BE LSG,NA,Lissewege,NA
BE LIX,NA,Lixhe,NA
BE LBS,NA,Lobbes,NA
BE LOK,NA,Lokeren,NA
BE LML,NA,Lommel,NA
BE LOT,NA,Lot,NA
BE LOZ,NA,Lozen,NA
BE LUM,NA,Lummen,NA
BE LUI,NA,Lustin,NA
BE MSK,NA,Maaseik,NA
BE MMN,NA,Maasmechelen,NA
BE MFF,NA,Maffle,NA
BE MSR,NA,Maisières,NA
BE MAN,NA,Manage,NA
BE WBR,NA,Maransart,NA
BE MLD,NA,Marche-les-Dames,NA
BE MAP,NA,Marchienne-au-Pont,NA
BE MLY,NA,Marly,NA
BE MHN,NA,Massenhoven,NA
BE MBY,NA,Maubray,NA
BE MRG,NA,Maurage,NA
BE ECH,NA,Mechelen,NA
BE MEE,NA,Meer,NA
BE MEH,NA,Meerhout,NA
BE MGM,NA,Meigem,NA
BE MEG,NA,Meilegem,NA
BE MEL,NA,Melle,NA
BE ELS,NA,Melsen,NA
BE MEN,NA,Menen,NA
BE MRL,NA,Merelbeke,NA
BE MRD,NA,Merendree,NA
BE MRM,NA,Merkem,NA
BE MRK,NA,Merksem,NA
BE MSP,NA,Mespelare,NA
BE MNO,NA,Moen,NA
BE MEW,NA,Moerbeke-Waas,NA
BE MRB,NA,Moerbrugge,NA
BE MZK,NA,Moerzeke,NA
BE MGN,NA,Moignelée,NA
BE MLO,NA,Mol,NA
BE MSJ,NA,Molenbeek-Saint-Jean (Sint-Jans-Molenbeek)/Brussel (Bruxelles),NA
BE MSS,NA,Monceau-sur-Sambre,NA
BE MQS,NA,Mons,NA
BE MSI,NA,Monsin,NA
BE MGS,NA,Montignies-sur-Sambre,NA
BE MRO,NA,Mornimont,NA
BE MUI,NA,Muizen,NA
BE NMC,NA,Namêche,NA
BE NAM,NA,Namur,NA
BE NVH,NA,Neder-Over-Heembeek,NA
BE NHA,NA,Neerharen,NA
BE NRT,NA,Neeroeteren,NA
BE NRP,NA,Neerpelt,NA
BE NFE,NA,Neffe,NA
BE NHY,NA,Neuville-sous-Huy,NA
BE NVL,NA,Nevele,NA
BE NIL,NA,Niel,NA
BE NIE,NA,Nieuwpoort,NA
BE NYL,NA,Nijlen,NA
BE NBA,NA,Nimy,NA
BE NNV,NA,Ninove,NA
BE NVN,NA,Noeveren,NA
BE OBR,NA,Obourg,NA
BE OEL,NA,Oelegem,NA
BE OSG,NA,Oeselgem,NA
BE OEV,NA,Oevel,NA
BE OQC,NA,Oisquercq,NA
BE OKG,NA,Okegem,NA
BE OLN,NA,Olen,NA
BE OGS,NA,Ollignies,NA
BE OBT,NA,Ombret-Rawsa,NA
BE OZL,NA,Onkerzele,NA
BE OOG,NA,Ooigem,NA
BE OST,NA,Oostende (Ostend),NA
BE OTL,NA,Oosterlo,NA
BE OKP,NA,Oostkamp,NA
BE OTK,NA,Oostkerke,NA
BE OHN,NA,Ophoven,NA
BE OPI,NA,Opitter,NA
BE ORR,NA,Orroir,NA
BE OST,NA,Ostend (Oostende),NA
BE OUD,NA,Oudenaarde,NA
BE OBG,NA,Oudenburg,NA
BE ODE,NA,Oudergem (Auderghem)/Brussel (Bruxelles),NA
BE OTH,NA,Oud-Turnhout,NA
BE OUG,NA,Ougrée,NA
BE OPY,NA,Oupeye,NA
BE OLE,NA,Overboelare,NA
BE OVE,NA,Overpelt,NA
BE PAL,NA,Paal,NA
BE PML,NA,Pamel,NA
BE PCQ,NA,Pecq,NA
BE PES,NA,Péronnes,NA
BE PLB,NA,Péronnes/Binche,NA
BE PLY,NA,Petit-Lanaye,NA
BE PTP,NA,Pijp Tabak,NA
BE PKH,NA,Pollinkhove,NA
BE PME,NA,Pommeroeul,NA
BE PCL,NA,Pont-à-Celles,NA
BE PLO,NA,Pont-de-Loup,NA
BE PTS,NA,Pottes,NA
BE PFE,NA,Profondeville,NA
BE PUU,NA,Puurs,NA
BE RCI,NA,Ramegnies-Chin,NA
BE RVS,NA,Ravels,NA
BE RBX,NA,Rebaix,NA
BE REK,NA,Rekkem,NA
BE RGE,NA,Reninge,NA
BE NRY,NA,Renory,NA
BE RTI,NA,Retie,NA
BE RCL,NA,Richelle,NA
BE RIE,NA,Rieme,NA
BE RIJ,NA,Rijkevorsel,NA
BE XXX,NA,RIS Inland waterways,NA
BE RVE,NA,Rivière,NA
BE RJT,NA,Rocourt,NA
BE RBE,NA,Roesbrugge,NA
BE RHA,NA,Roesbrugge-Haringe,NA
BE ROE,NA,Roeselare,NA
BE RQS,NA,Ronquières,NA
BE ROS,NA,Roselies,NA
BE RCT,NA,Roucourt,NA
BE ROX,NA,Roux,NA
BE RUE,NA,Ruien,NA
BE SVG,NA,Ruisbroek,NA
BE RUI,NA,Ruisbroek,NA
BE RUS,NA,Rumst,NA
BE RPM,NA,Rupelmonde,NA
BE GHI,NA,Saint-Ghislain,NA
BE SLS,NA,Salles,NA
BE SSO,NA,Samson,NA
BE VIT,NA,Sankt Vith,NA
BE SLJ,NA,Sas-Slijkens,NA
BE SPE,NA,Scheepsdale,NA
BE SHR,NA,Schelderode,NA
BE SHL,NA,Schelle,NA
BE SHB,NA,Schellebelle,NA
BE SCE,NA,Schilde,NA
BE SNE,NA,Schoonaarde,NA
BE SCT,NA,Schoten,NA
BE SGX,NA,Sclaigneaux,NA
BE SLY,NA,Sclayn,NA
BE SSN,NA,Sclessin,NA
BE SES,NA,Seilles,NA
BE SEN,NA,Seneffe,NA
BE ZER,NA,Seraing,NA
BE SKA,NA,Sint Katelijne Waver,NA
BE SAS,NA,Sint-Amands,NA
BE SAN,NA,Sint-Andries,NA
BE HSL,NA,Sint-Huibrechts-Lille,NA
BE JKP,NA,Sint-Jacobs-Kapelle,NA
BE MSJ,NA,Sint-Jans-Molenbeek (Molenbeek-Saint-Jean)/Brussel (Bruxelles),NA
BE SJG,NA,Sint-Job-in-'t-Goor,NA
BE SJR,NA,Sint-Joris,NA
BE SJO,NA,Sint-Jozef-Olen,NA
BE SLN,NA,Sint-Lenaarts,NA
BE SML,NA,Sint-Martens-Latem,NA
BE SSK,NA,Snaaskerke,NA
BE SSB,NA,Solre-sur-Sambre,NA
BE SDT,NA,Soudromont,NA
BE SPI,NA,Spiere (Espierres),NA
BE SBG,NA,Stambruges,NA
BE SGM,NA,Stasegem,NA
BE STT,NA,Statte,NA
BE SBE,NA,Steenbrugge,NA
BE SDP,NA,Steendorp,NA
BE SVN,NA,Stevensvennen,NA
BE SKR,NA,Stokrooie,NA
BE TMS,NA,Tamines,NA
BE TSE,NA,Temse,NA
BE TFN,NA,Teralfene,NA
BE TDK,NA,Terdonk,NA
BE TGE,NA,Tergnée,NA
BE TGN,NA,Terhagen,NA
BE LNY,NA,Ternaaien (Lanaye),NA
BE TER,NA,Ternat,NA
BE TET,NA,Tertre,NA
BE TES,NA,Tessenderlo,NA
BE THE,NA,Thieu,NA
BE TRG,NA,Thorembais-les-Beguines,NA
BE TOB,NA,Thorntonbank,NA
BE THU,NA,Thuin,NA
BE TIL,NA,Tielrode,NA
BE THG,NA,Tihange,NA
BE TLK,NA,Tildonk,NA
BE TLR,NA,Tilleur,NA
BE TIS,NA,Tisselt,NA
BE TGL,NA,Tongerlo,NA
BE TSL,NA,Tourinnes-St-Lambert,NA
BE TRN,NA,Tournai (Doornik),NA
BE TBE,NA,Tournebride,NA
BE TUR,NA,Turnhout,NA
BE UIT,NA,Uitbergen,NA
BE VSB,NA,Val Saint-Lambert,NA
BE VLX,NA,Vaulx,NA
BE VWZ,NA,Veldwezelt,NA
BE VBG,NA,Verbrande Brug,NA
BE VEU,NA,Veurne,NA
BE VZI,NA,Vezin,NA
BE VSL,NA,Viersel,NA
BE VVI,NA,Viesville,NA
BE VSH,NA,Ville-sur-Haine,NA
BE VIL,NA,Vilvoorde,NA
BE VGL,NA,Virginal-Samme,NA
BE VHN,NA,Vroenhoven,NA
BE WDM,NA,Waardamme,NA
BE WAA,NA,Waasmunster,NA
BE WLM,NA,Walem,NA
BE WND,NA,Wandre,NA
BE WAN,NA,Wanze,NA
BE WCG,NA,Warcoing,NA
BE WAR,NA,Waregem,NA
BE BWN,NA,Warneton,NA
BE WLT,NA,Waulsort,NA
BE WEL,NA,Wellen,NA
BE WIP,NA,Wépion,NA
BE WER,NA,Wervik,NA
BE WET,NA,Wetteren,NA
BE WEV,NA,Wevelgem,NA
BE WIH,NA,Wichelen,NA
BE WIR,NA,Wiers,NA
BE WGL,NA,Wijgmaal,NA
BE WJG,NA,Wijnegem,NA
BE WLB,NA,Willebroek,NA
BE WEE,NA,Wingene,NA
BE WTH,NA,Wintham,NA
BE WDG,NA,Wondelgem,NA
BE WLP,NA,Wulpen,NA
BE YVO,NA,Yvoir,NA
BE ZBR,NA,Zandbergen,NA
BE ZVT,NA,Zandvliet,NA
BE ZVD,NA,Zandvoorde,NA
BE ZEE,NA,Zeebrugge,NA
BE ZLE,NA,Zele,NA
BE ZEL,NA,Zelzate,NA
BE ZET,NA,Zemst,NA
BE ZGM,NA,Zingem,NA
BE ZOD,NA,Zolder,NA
BE ZRM,NA,Zomergem,NA
BE ZUN,NA,Zuen (Zuun),NA
BE ZUL,NA,Zulte,NA
BE ZTL,NA,Zutendaal,NA
BE ZUN,NA,Zuun (Zuen),NA
BE ZWE,NA,Zwevegem,NA
BE ZWN,NA,Zwijnaarde,NA
BE ZWL,NA,Zwijndrecht,NA
BF OB2,NA,Ziniaré,NA
BG AKH,NA,Akhtopol,NA
BG BAL,NA,Balchik,NA
BG BOJ,NA,Burgas,NA
BG VT4,NA,Byala Cherkva,NA
BG BSL,NA,Byala Slatina,NA
BG GUR,NA,Gurkovo,NA
BG 4IG,NA,Ignatievo,NA
BG KUK,NA,Kuklen,NA
BG MAB,NA,Marchevo,NA
BG NES,NA,Nessebar,NA
BG NPO,NA,Nikopol,NA
BG OKH,NA,Oryakhovo,NA
BG POD,NA,Podayva,NA
BG XXX,NA,RIS Inland waterways,NA
BG RDU,NA,Ruse,NA
BG SLS,NA,Silistra,NA
BG SOM,NA,Somovit,NA
BG SOZ,NA,Sozopol,NA
BG S3W,NA,Straldzha,NA
BG SVI,NA,Svistov,NA
BG VAR,NA,Varna,NA
BG VAZ,NA,Varna-Zapad,NA
BG VID,NA,Vidin,NA
BH AHD,NA,Al Hidd,NA
BH GBQ,NA,Al Muharraq,NA
BH KBS,NA,Khalifa Bin Salman Port,NA
BH MIN,NA,Mina Sulman Port,NA
BH SIT,NA,Sitrah,NA
BI CBK,NA,Cibitoke,NA
BJ COO,NA,Cotonou,NA
BJ PTN,NA,Porto-Novo,NA
BJ SEM,NA,Seme Terminal,NA
BL SBH,NA,Saint-Barthélemy,NA
BM SEV,NA,Devonshire,NA
BM FPT,NA,Freeport,NA
BM BDA,NA,Hamilton,NA
BM HBI,NA,Harbour Island,NA
BM KWF,NA,Kings Wharf,NA
BM SGE,NA,Saint George,NA
BM SAN,NA,Sandys,NA
BM SOU,NA,Southampton,NA
BN BWN,NA,Bandar Seri Begawan,NA
BN KUB,NA,Kuala Belait,NA
BN LUM,NA,Lumut,NA
BN MUA,NA,Muara,NA
BN SER,NA,Seria,NA
BN TAS,NA,Tanjong Salirong,NA
BO CPB,NA,Copacabana,NA
BO GUQ,NA,Guaqui,NA
BO HTJ,NA,Huatajata,NA
BO PBU,NA,Puerto Busch,NA
BO PTC,NA,Puerto Carabuco,NA
BO PPR,NA,Puerto Pérez,NA
BO QJR,NA,Puerto Quijarro,NA
BO PUR,NA,Puerto Rico,NA
BO PSZ,NA,Puerto Suárez,NA
BO RIB,NA,Riberalta,NA
BO RBQ,NA,Rurrenabaque,NA
BO TDD,NA,Trinidad,NA
BQ BON,NA,Bonaire,NA
BQ RIN,NA,Dorp Rincón,NA
BQ GOT,NA,Goto,NA
BQ KRA,NA,Kralendijk,NA
BQ SAB,NA,Saba,NA
BQ EUX,NA,Sint Eustatius,NA
BR AAR,NA,Acará,NA
BR ACX,NA,Açu Pt / São João da Barra,NA
BR AFU,NA,Afuá,NA
BR ACT,NA,Alcântara,NA
BR ALT,NA,Alenquer,NA
BR AMM,NA,Almeirim,NA
BR ATM,NA,Altamira,NA
BR ANA,NA,Ananindeua,NA
BR ADR,NA,Angra dos Reis,NA
BR ANH,NA,Anhembi,NA
BR ANT,NA,Antonina,NA
BR AJU,NA,Aracaju,NA
BR ARU,NA,Araçatuba,NA
BR RGC,NA,Araguacema,NA
BR ANS,NA,Araguatins,NA
BR ARB,NA,Aratu Pt / Candeias,NA
BR ARE,NA,Areia Branca,NA
BR ABZ,NA,Armação dos Búzios,NA
BR AUN,NA,Aruanã,NA
BR AUS,NA,Autazes,NA
BR BCE,NA,Bacabeira,NA
BR BAC,NA,Balneário Camboriú,NA
BR BSS,NA,Balsas,NA
BR BAZ,NA,Barcelos,NA
BR BIR,NA,Bariri,NA
BR BQQ,NA,Barra,NA
BR RCH,NA,Barra do Riacho Pt / Aracruz,NA
BR BAR,NA,Barra dos Coqueiros,NA
BR BEA,NA,Barreirinha,NA
BR BEL,NA,Belém,NA
BR BLE,NA,Belmonte,NA
BR BVI,NA,Benevides,NA
BR BCT,NA,Benjamin Constant,NA
BR BEI,NA,Beruri,NA
BR BVR,NA,Boa Vista do Ramos,NA
BR BOB,NA,Borba,NA
BR BVS,NA,Breves,NA
BR CDO,NA,Cabedelo Pt / João Pessoa,NA
BR CFO,NA,Cabo Frio,NA
BR CCX,NA,Cáceres,NA
BR CHI,NA,Cachoeira do Arari,NA
BR CPR,NA,Cachoeira do Piriá,NA
BR CSL,NA,Cachoeira do Sul,NA
BR CMA,NA,Cametá,NA
BR CGZ,NA,Campos dos Goytacazes,NA
BR CAN,NA,Canoas,NA
BR CTM,NA,Canutama,NA
BR CCY,NA,Caracaraí,NA
BR CRY,NA,Carauari,NA
BR CRL,NA,Caravelas,NA
BR CVZ,NA,Careiro da Várzea,NA
BR CLN,NA,Carolina,NA
BR CQD,NA,Charqueadas,NA
BR CHE,NA,Chaves,NA
BR CAR,NA,Coari,NA
BR CDA,NA,Codajás,NA
BR CGA,NA,Conceição do Araguaia,NA
BR CCS,NA,Conchas,NA
BR CMG,NA,Corumbá,NA
BR CZS,NA,Cruzeiro do Sul,NA
BR CUO,NA,Cubatão,NA
BR DCS,NA,Duque de Caxias,NA
BR ERN,NA,Eirunepé,NA
BR ETA,NA,Estrela,NA
BR FEN,NA,Fernando de Noronha,NA
BR FBA,NA,Fonte Boa,NA
BR FNO,NA,Forno Pt / Arraial do Cabo,NA
BR FOR,NA,Fortaleza,NA
BR IGU,NA,Foz do Iguaçu,NA
BR GNS,NA,Galinhos,NA
BR GIB,NA,Guaíba,NA
BR GIA,NA,Guaíra,NA
BR GJR,NA,Guajará,NA
BR GJM,NA,Guajará-Mirim,NA
BR GUA,NA,Guamaré,NA
BR GUJ,NA,Guarujá,NA
BR GRP,NA,Gurupá,NA
BR HMA,NA,Humaitá,NA
BR IBT,NA,Ibotirama,NA
BR ISA,NA,Ilha Solteira,NA
BR IBE,NA,Ilhabela,NA
BR IOS,NA,Ilhéus,NA
BR IBB,NA,Imbituba,NA
BR IMP,NA,Imperatriz,NA
BR IXA,NA,Ipixuna,NA
BR IRB,NA,Iranduba,NA
BR IAR,NA,Itacoatiara,NA
BR SPB,NA,Itaguaí Pt = Sepetiba Pt / Itaguaí,NA
BR ITB,NA,Itaituba,NA
BR ITJ,NA,Itajaí,NA
BR YTR,NA,Itamarati,NA
BR IIM,NA,Itapemirim,NA
BR IPG,NA,Itapiranga,NA
BR IOA,NA,Itapoá,NA
BR ITQ,NA,Itaqui,NA
BR IQI,NA,Itaqui Pt / São Luís,NA
BR JAG,NA,Jaguarão,NA
BR JAU,NA,Jaú,NA
BR JZO,NA,Juazeiro,NA
BR JUR,NA,Juruti,NA
BR LDR,NA,Ladário,NA
BR LJI,NA,Laranjal do Jari,NA
BR LRS,NA,Linhares,NA
BR MEA,NA,Macaé,NA
BR MCU,NA,Macau,NA
BR MCZ,NA,Maceió,NA
BR MDD,NA,Madre de Deus,NA
BR MPR,NA,Manacapuru,NA
BR MQR,NA,Manaquiri,NA
BR MAO,NA,Manaus,NA
BR MGT,NA,Mangaratiba,NA
BR MNX,NA,Manicoré,NA
BR MAB,NA,Marabá,NA
BR MAR,NA,Maragogipe,NA
BR MRC,NA,Maricá,NA
BR MAS,NA,Maués,NA
BR MOU,NA,Moju,NA
BR MTE,NA,Monte Alegre,NA
BR MOS,NA,Mossoró,NA
BR MNV,NA,Mundo Novo,NA
BR NAT,NA,Natal,NA
BR NVT,NA,Navegantes,NA
BR NAA,NA,Nhamundá,NA
BR NTR,NA,Niterói,NA
BR NON,NA,Nova Olinda do Norte,NA
BR NAO,NA,Novo Airão,NA
BR NVP,NA,Novo Aripuanã,NA
BR OBI,NA,Óbidos,NA
BR ORX,NA,Oriximiná,NA
