code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
SQI,,Northern shortfin squid,Illex illecebrosus,Northern shortfin squid,Encornet rouge nordique,Pota norteña,,,Иллекс американский,57,Illex illecebrosus,383122102203,(Lesueur 1821),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
IXO,,Sharptail shortfin squid,Illex oxygonius,Sharptail shortfin squid,Encornet rouge à pointe,Pota puntiaguda,ذو الأذرع العشر أحمر بِرَأس,尖尾短鳍柔鱼,,57,Illex oxygonius,383122102204,"Roperm, Lu & Mangold 1969",OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
ILL,,Shortfin squids NEI,Illex spp,Shortfin squids NEI,Encornets rouges NCA,Potas Illex NEP,,,,57,Illex spp,3831221022XX,Steenstrup 1880,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
SQS,,Sevenstar flying squid,Martialia hyadesi,Sevenstar flying squid,Encornet étoile,Pota festoneada,,,,57,Martialia hyadesi,383122102601,Rochebrune & Mabille 1889,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
NDG,,Gould's flying squid,Nototodarus gouldi,Gould's flying squid,Encornet éventail,Pota australiana,ذو الأذرع العشر مِروحيّ,高氏柔鱼,,57,Nototodarus gouldi,383122103001,(McCoy 1888),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
NDH,,Hawaiian flying squid,Nototodarus hawaiiensis,Hawaiian flying squid,Encornet bouquet,Pota hawaiana,ذو الأذرع العشر طائر هاوايي,夏威夷柔鱼,,57,Nototodarus hawaiiensis,383122103002,(S. S. Berry 1912),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
TSQ,,Wellington flying squid,Nototodarus sloanii,Wellington flying squid,Encornet minami,Pota neozelandesa,,,Кальмар новозеландский,57,Nototodarus sloanii,383122103003,(Gray 1849),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
QND,,Nototodarus flying squids NEI,Nototodarus spp,Nototodarus flying squids NEI,Encornets Nototodarus NCA,Potas Nototodarus NEP,,,,57,Nototodarus spp,3831221030XX,Pfeffer 1912,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
OFJ,,Neon flying squid,Ommastrephes bartramii,Neon flying squid,Encornet volant,Pota saltadora,,,Кальмар бартрама,57,Ommastrephes bartramii,383122103401,(Lesueur 1821),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
OFC,,Webbed flying squid,Ommastrephes caroli,Webbed flying squid,Encornet carol,Pota velera,ذو الأذرع العشر طائر راحِيّ القدمين,蹼柔鱼,,57,Ommastrephes caroli,383122103402,(Furtado 1887),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
OMM,,Flying squids NEI,Ommastrephes spp,Flying squids NEI,Faux encornets NCA,Potas voladoras NEP,,,,57,Ommastrephes spp,3831221034XX,A. d'Orbigny 1835,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
OKA,,Atlantic bird squid,Ornithoteuthis antillarum,Atlantic bird squid,Encornet oiseau,Pota pajara,,,,57,Ornithoteuthis antillarum,383122104201,Adam 1957,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
OKL,,Shiny bird squid,Ornithoteuthis volatilis,Shiny bird squid,Encornet planeur,Pota planeadora,ذو الأذؤع العشر صقَّال,多刺飞乌贼,,57,Ornithoteuthis volatilis,383122104202,(Sasaki 1915),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
YMO,,Purpleback flying squid,Sthenoteuthis oualaniensis,Purpleback flying squid,Encornet bande violette,Pota cárdena,ذو الأذرع العشر طائر رُقعة بنفسجِيّة,紫背鸢乌贼,,57,Sthenoteuthis oualaniensis,383122104601,(Lesson 1830),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
OFE,,Orangeback flying squid,Sthenoteuthis pteropus,Orangeback flying squid,Encornet dos orange,Pota naranja,,,,57,Sthenoteuthis pteropus,383122104602,(Steenstrup 1855),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
SQG,,Angolan flying squid,Todarodes angolensis,Angolan flying squid,Toutenon angolais,Pota angolense,,,,57,Todarodes angolensis,383122105001,Adam 1962,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
TFP,,Antarctic flying squid,Todarodes filippovae,Antarctic flying squid,Toutenon antarctique,Jibia antártica,,,,57,Todarodes filippovae,383122105002,Adam 1975,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
SQJ,,Japanese flying squid,Todarodes pacificus,Japanese flying squid,Toutenon japonais,Pota japonesa,,,Кальмар тихоокеанский,57,Todarodes pacificus,383122105003,(Steenstrup 1880),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
SQE,,European flying squid,Todarodes sagittatus,European flying squid,Toutenon commun,Pota europea,,,,57,Todarodes sagittatus,383122105004,(Lamarck 1798),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
QSX,,Todarodes flying squids NEI,Todarodes spp,Todarodes flying squids NEI,Toutenons NCA,Potas Todarodes NEP,,,,57,Todarodes spp,3831221050XX,Steenstrup 1880,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
TDQ,,Lesser flying squid,Todaropsis eblanae,Lesser flying squid,Toutenon souffleur,Pota costera,ذو الأذرع العشر طائر أدنى,小柔鱼,,57,Todaropsis eblanae,383122105401,(Ball 1841),OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
TWE,,Lesser flying squids NEI,Todaropsis spp,Lesser flying squids NEI,,,,,,57,Todaropsis spp,3831221054XX,Girard 1890,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
OMZ,,Ommastrephidae squids NEI,Ommastrephidae,Ommastrephidae squids NEI,Encornets Ommastrephidae NCA,Potas Ommastrephidae NEP,,,,57,Ommastrephidae,3831221XXXXX,Steenstrup 1857,OMMASTREPHIDAE,CEPHALOPODA (SQUIDS)
NHL,,Angel squid,Ancistroteuthis lichtensteinii,Angel squid,Cornet archange,Luria paloma,ذو الأذرع العشر مَلك,角钩武装乌贼,,57,Ancistroteuthis lichtensteinii,383123101001,(A. Férussac [in A. Férussac & d'Orbigny] 1835),ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
UHK,,Smooth hooked squid,Filippovia knipovitchi,Smooth hooked squid,Cornet lisse,Lurión liso,ذو الأذرع العشر معقوف أملس,光滑桑椹乌贼,,57,Filippovia knipovitchi,383123101401,(Filippova 1972),ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
OIJ,,Greater hooked squid,Moroteuthopsis ingens,Greater hooked squid,Cornet commun,Lurión común,,,,57,Moroteuthopsis ingens,383123101801,(E. A. Smith 1881),ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
YHB,,Common clubhook squid,Onychoteuthis banksii,Common clubhook squid,Cornet crochu,Luria ganchuda,ذو الأذرع العشر شائع,班氏爪乌贼,,57,Onychoteuthis banksii,383123102201,(Leach 1817),ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
YHJ,,Boreal clubhook squid,Onychoteuthis borealijaponica,Boreal clubhook squid,Cornet boréal,Luria boreal,ذو الأذرع العشر بُوَيْق شمالي,北方爪乌贼,,57,Onychoteuthis borealijaponica,383123102202,Okada 1927,ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
UHY,,Carribean clubhook squid,Onykia carriboea,Carribean clubhook squid,Cornet crochu de Caraïbes,Luria ganchuda del Caribe,,,,57,Onykia carriboea,383123102601,Lesueur 1821,ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
UHN,,Japanese hooked squid,Onykia loennbergii,Japanese hooked squid,Cornet japonais,Lurión japonés,ذو الأذرع العشر مَعقوف ياباني,龙氏桑椹乌贼,,57,Onykia loennbergii,383123102602,(Ishikawa & Wakiya 1914),ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
UHR,,Rugose hooked squid,Onykia robsoni,Rugose hooked squid,Cornet rugueux,Lurión rugoso,,,,57,Onykia robsoni,383123102603,(Adam 1962),ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
UHB,,Robust clubhook squid,Onykia robusta,Robust clubhook squid,Cornet mange-piquants,Lurión máximo,ذو الأذرع العشر بُويق آكل أشواك,强壮桑椹乌贼,,57,Onykia robusta,383123102604,(A. E. Verrill 1876),ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
UHX,,Hooked squids NEI,Onykia spp,Hooked squids NEI,Cornets Moroteuthis NCA,Luriones NEP,,,,57,Onykia spp,3831231026XX,Lesueur 1821,ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
UWV,,Whale squid,Walvisteuthis virilis,Whale squid,Encornet baleine,Luria ballena,,,,57,Walvisteuthis virilis,383123103001,Nesis & Nikitina 1986,ONYCHOTEUTHIDAE,CEPHALOPODA (SQUIDS)
FTD,,Scaled squid,Pholidoteuthis adami,Scaled squid,Loutène commune,Luria escamuda,,,,57,Pholidoteuthis adami,383124101001,G. L. Voss 1956,PHOLIDOTEUTHIDAE,CEPHALOPODA (SQUIDS)
FTB,,Coffeebean scaled squid,Pholidoteuthis massyae,Coffeebean scaled squid,Loutène battoir,Luria escamuda cafetal,,,,57,Pholidoteuthis massyae,383124101002,(Pfeffer 1912),PHOLIDOTEUTHIDAE,CEPHALOPODA (SQUIDS)
PSG,,Glacial squid,Psychroteuthis glacialis,Glacial squid,Encornet austral,Luria glacial,,,,57,Psychroteuthis glacialis,383126101001,Thiele 1920,PSYCHROTEUTHIDAE,CEPHALOPODA (SQUIDS)
TID,,Roundear enope squid,Pterygioteuthis giardi,Roundear enope squid,Encornet boubou,Enoploluria orejuda,ذو الأذؤع العشر بُوبُو,翼乌贼,,57,Pterygioteuthis giardi,383127101001,H. Fischer 1896,PYROTEUTHIDAE,CEPHALOPODA (SQUIDS)
YRM,,Jewel enope squid,Pyroteuthis margaritifera,Jewel enope squid,Encornet-bijoutier,Enoploluria joyera,ذو الأذرع العشر صائغ,宝石皮罗乌贼,,57,Pyroteuthis margaritifera,383127101401,(Rüppell 1844),PYROTEUTHIDAE,CEPHALOPODA (SQUIDS)
YUR,,Diamondback squid,Thysanoteuthis rhombus,Diamondback squid,Chipiloua commun,Chipirón volantín,,,,57,Thysanoteuthis rhombus,383128101001,Troschel 1857,THYSANOTEUTHIDAE,CEPHALOPODA (SQUIDS)
SQU,,Various squids NEI,"Loliginidae, Ommastrephidae",Various squids NEI,"Calmars, encornets NCA","Calamares, jibias, potas NEP",,,"Кальмары лолигиниды, оммастрефиды",57,"Loliginidae, Ommastrephidae",3831XXXXXXXX,,,CEPHALOPODA (SQUIDS)
GGQ,,Greater argonaut,Argonauta argo,Greater argonaut,Argonaute papier,Argonauta común,العَنْقَريط الأكبر,大船蛸,,57,Argonauta argo,384102101001,Linnaeus 1758,ARGONAUTIDAE,CEPHALOPODA (OCTOPODS)
GJH,,Lesser argonaut,Argonauta hians,Lesser argonaut,Argonaute mineur,Argonauta menor,,,,57,Argonauta hians,384102101002,[Lightfoot] 1786,ARGONAUTIDAE,CEPHALOPODA (OCTOPODS)
GFN,,Knobbed argonaut,Argonauta nodosus,Knobbed argonaut,Argonaute noueux,Argonauta nodoso,,,,57,Argonauta nodosus,384102101003,Lightfoot 1786,ARGONAUTIDAE,CEPHALOPODA (OCTOPODS)
GJY,,Rough-keeled argonaut,Argonauta nouryi,Rough-keeled argonaut,Argonaute tuberculé,Argonauta tuberculado,,,,57,Argonauta nouryi,384102101004,Lorois 1852,ARGONAUTIDAE,CEPHALOPODA (OCTOPODS)
GAX,,Argonauts NEI,Argonauta spp,Argonauts NEI,Argonautes NCA,Argonautas NEP,,,,57,Argonauta spp,3841021010XX,Linnaeus 1758,ARGONAUTIDAE,CEPHALOPODA (OCTOPODS)
YHT,,Tuberculate octopus,Ocythoe tuberculata,Tuberculate octopus,Pieuvre dimorphe,Pulpote,أُخطبوط مُزدوِج الشكل,结瘤快蛸,,57,Ocythoe tuberculata,384103101001,Rafinesque 1814,OCYTHOIDAE,CEPHALOPODA (OCTOPODS)
TUV,,Palmate octopus,Tremoctopus violaceus,Palmate octopus,Pieuvre palmée,Pulpo manta,أُخطُبوط راحي القدمين,印太水孔蛸,,57,Tremoctopus violaceus,384104101401,delle Chiaje 1830,TREMOCTOPODIDAE,CEPHALOPODA (OCTOPODS)
TXN,,,Tremoctopodidae,,,,,,,57,Tremoctopodidae,3841041XXXXX,Tryon 1879,TREMOCTOPODIDAE,CEPHALOPODA (OCTOPODS)
YYA,,North Atlantic octopus,Bathypolypus arcticus,North Atlantic octopus,Poulpe boreal,Pulpito violáceo,أُخطبوط أطلسي شمالي,北大西洋深足蛸,,57,Bathypolypus arcticus,384106101001,(Prosch 1849),BATHYPOLYPODIDAE,CEPHALOPODA (OCTOPODS)
YYS,,Globose octopus,Bathypolypus sponsalis,Globose octopus,Poulpe globuleux,Pulpito globoso,أُحطبوط كُرَيْويّ,球形深足蛸,,57,Bathypolypus sponsalis,384106101002,(P. Fischer & H. Fischer 1892),BATHYPOLYPODIDAE,CEPHALOPODA (OCTOPODS)
BTQ,,January octopus,Muusoctopus januarii,January octopus,Poulpe filamenteux,Pulpo filamentoso,أُخطبوط خَيْطي,乔氏深蛸,,57,Muusoctopus januarii,384106101401,(Hoyle 1885),BATHYPOLYPODIDAE,CEPHALOPODA (OCTOPODS)
BUV,,,Muusoctopus tegginmathae,,,,,,,57,Muusoctopus tegginmathae,384106101402,(O'Shea 1999),BATHYPOLYPODIDAE,CEPHALOPODA (OCTOPODS)
EOI,,Horned octopus,Eledone cirrhosa,Horned octopus,Élédone commune,Pulpo blanco,أُخطبوط مُقرَّن شائع,角爱尔斗蛸,,57,Eledone cirrhosa,384107101001,(Lamarck 1798),ELEDONIDAE,CEPHALOPODA (OCTOPODS)
EDY,,Combed octopus,Eledone massyae,Combed octopus,Élédone peigne,Pulpo desflecado,,,,57,Eledone massyae,384107101002,G. L. Voss 1964,ELEDONIDAE,CEPHALOPODA (OCTOPODS)
EDT,,Musky octopus,Eledone moschata,Musky octopus,Élédone musquée,Pulpo almizclado,أُخطبوط مُمَسَّك,麝香爱尔斗蛸,,57,Eledone moschata,384107101003,(Lamarck 1798),ELEDONIDAE,CEPHALOPODA (OCTOPODS)
OCM,,Horned and musky octopuses,Eledone spp,Horned and musky octopuses,Élédones communes et musquées,Pulpos blancos y almizclados,,,,57,Eledone spp,3841071010XX,Leach 1817,ELEDONIDAE,CEPHALOPODA (OCTOPODS)
OQF,,North Pacific giant octopus,Enteroctopus dofleini,North Pacific giant octopus,Poulpe géant,Pulpo gigante,أُخطبوط ضخم المحيط الهادئ الشمالي,蚱蛸,,57,Enteroctopus dofleini,384108101001,(Wülker 1910),ENTEROCTOPODIDAE,CEPHALOPODA (OCTOPODS)
QGU,,,Enteroctopus magnificus,,,,,,,57,Enteroctopus magnificus,384108101002,"(Villanueva, P. Sánchez & Compagno, Roeleveld 1992)",ENTEROCTOPODIDAE,CEPHALOPODA (OCTOPODS)
EZM,,Patagonian giant octopus,Enteroctopus megalocyathus,Patagonian giant octopus,Poulpe géant patagonique,Pulpo gigante patagónico,,,,57,Enteroctopus megalocyathus,384108101003,(A. Gould 1852),ENTEROCTOPODIDAE,CEPHALOPODA (OCTOPODS)
EZE,,Yellow octopus,Enteroctopus zealandicus,Yellow octopus,,,,,,57,Enteroctopus zealandicus,384108101004,(Benham 1944),ENTEROCTOPODIDAE,CEPHALOPODA (OCTOPODS)
VSS,,Rough octopus,Sasakiopus salebrosus,Rough octopus,Poulpe rugueux,Pulpo áspero,,,,57,Sasakiopus salebrosus,384108101401,(Sasaki 1920),ENTEROCTOPODIDAE,CEPHALOPODA (OCTOPODS)
TWP,,Antarctic knobbed octopus,Adelieledone polymorpha,Antarctic knobbed octopus,Élédone noueux,Pulpo nodoso,,,,57,Adelieledone polymorpha,384109101001,(G. C. Robson 1930),MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
VBY,,Purplish octopus,Bathypurpurata profunda,Purplish octopus,Poulpe pourpré,Pulpo morado,,,,57,Bathypurpurata profunda,384109101401,"Vecchione, Allcock & Piatkowski 2005",MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
VBH,,Rounded octopus,Bentheledone rotunda,Rounded octopus,Poulpe arrondi,Pulpo redondeado,,,,57,Bentheledone rotunda,384109101801,(Hoyle 1885),MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
VWG,,Warty octopus,Graneledone verrucosa,Warty octopus,Poulpe verruqueux,Pulpo verrugoso,,,,57,Graneledone verrucosa,384109102202,(A. E. Verrill 1881),MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
DWO,,,Graneledone spp,,,,,,,57,Graneledone spp,3841091022XX,Joubin 1918,MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
TWT,,Turquet's octopus,Pareledone turqueti,Turquet's octopus,Élédone de Turquet,Pulpo de Turquet,,,,57,Pareledone turqueti,384109102602,(Joubin 1905),MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
PRD,,Antarctic octopuses,Pareledone spp,Antarctic octopuses,Élédones antarctiques,Pulpos antárticos,أُخطُبوطات القطب الجنوبي,南极蛸属未定种,,57,Pareledone spp,3841091026XX,G. C. Robson 1932,MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
TLQ,,Spiney-horn octopus,Tetracheledone spinicirrhus,Spiney-horn octopus,Poulpe cornu,Pulpo cornudo,أُخطبوط مُقرَّن,角刺四角蛸,,57,Tetracheledone spinicirrhus,384109103001,G. L. Voss 1955,MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
TVG,,,Thaumeledone gunteri,,,,,,,57,Thaumeledone gunteri,384109103401,G. C. Robson 1930,MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
VAZ,,Angel octopus,Velodona togata,Angel octopus,Poulpe ange,Pulpo angel,,,,57,Velodona togata,384109103801,Chun 1915,MEGALELEDONIDAE,CEPHALOPODA (OCTOPODS)
QHU,,Prickly octopus,Abdopus aculeatus,Prickly octopus,Poulpe épineux,Pulpo espinoso,,,,57,Abdopus aculeatus,384110101001,(A. d'Orbigny 1834),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OUJ,,Sandbird octopus,Amphioctopus aegina,Sandbird octopus,Poulpe des sables,Pulpo reticulado,أُخطبوط الرمال,沙蛸,,57,Amphioctopus aegina,384110101401,(J. E. Gray 1849),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OTY,,Brownstriped octopus,Amphioctopus burryi,Brownstriped octopus,Poulpe à rayures bleues,Pulpo granuloso,أُخطُبُوط ذو خُطوط زرقاء,棕纹蛸,,57,Amphioctopus burryi,384110101402,(G. L. Voss 1950),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OFY,,,Amphioctopus fangsiao,,,,,,,57,Amphioctopus fangsiao,384110101403,(d'Orbigny [in A. Férussac & d'Orbigny] 1839-1841),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQR,,Webfoot octopus,Amphioctopus membranaceus,Webfoot octopus,Poulpe à quatre yeux,Pulpo membranoso,أُخطبوط ذو أربعة أعين,蹼足蛸,,57,Amphioctopus membranaceus,384110101404,(Quoy & Gaimard 1832),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OCW,,,Amphioctopus neglectus,,,,,,,57,Amphioctopus neglectus,384110101405,(Nateewathana & Norman 1999),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OCN,,White-spotted octopus,Callistoctopus macropus,White-spotted octopus,Poulpe tacheté,Pulpo patudo,,,,57,Callistoctopus macropus,384110101801,(Risso 1826),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
LLK,,,Callistoctopus ornatus,,,,,,,57,Callistoctopus ornatus,384110101802,(A. Gould 1852),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
KTI,,Old woman octopus,Cistopus indicus,Old woman octopus,Poulpe vieille femme,Pulpo perforado,أُخطبوط امرأة عجوز,老妇蛸,,57,Cistopus indicus,384110102201,(A. d'Orbigny 1835),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
EXL,,Map octopus,Euaxoctopus pillsburyae,Map octopus,Poulpe lierre,Pulpo lampazo,أُخطبوط عُشقة,地图蛸,,57,Euaxoctopus pillsburyae,384110102601,G. L. Voss 1975,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
QHL,,Greater blue-ringed octopus,Hapalochlaena lunulata,Greater blue-ringed octopus,Poulpe annelé majeur,Pulpo anillado mayor,,,,57,Hapalochlaena lunulata,384110103001,(Quoy & Gaimard 1832),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQD,,Lilliput longarm octopus,Macrotritopus defilippi,Lilliput longarm octopus,Poulpe à longs bras,Pulpito patilargo,أُخطبوط طويل الذِّراع,大臂蛸,,57,Macrotritopus defilippi,384110103401,(Vérany 1851),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
ZOW,,Two-spotted octopus,Octopus bimaculoides,Two-spotted octopus,Poulpe à deux taches,Pulpo con dos manchas,,,,57,Octopus bimaculoides,384110104201,Pickford & McConnaughey 1949,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OTQ,,Caribbean reef octopus,Octopus briareus,Caribbean reef octopus,Poulpe ris,Pulpo de arrecife,أخطبوط الرصيف كاريبان,粗体蛸,,57,Octopus briareus,384110104202,G. C. Robson 1929,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OCQ,,Chestnut octopus,Octopus conispadiceus,Chestnut octopus,Poulpe casse-noix,Pulpo espadaña,أُخطبوط كَسْر جَوْزة,栗树蛸,,57,Octopus conispadiceus,384110104203,(Sasaki 1917),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQC,,Big blue octopus,Octopus cyanea,Big blue octopus,Gros poulpe bleu,Pulpo azulón,أُخطبوط أزرق ضخم,青蛸,,57,Octopus cyanea,384110104204,Gray 1849,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQL,,Globe octopus,Octopus globosus,Globe octopus,Poulpe globe,Pulpo globoso,أُخطبوط المُكوكب,球蛸,,57,Octopus globosus,384110104205,Appellöf 1886,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OKT,,,Octopus hongkongensis,,,,,,,57,Octopus hongkongensis,384110104206,(Hoyle 1885),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQH,,Bumblebee octopus,Octopus hummelincki,Bumblebee octopus,Poulpe bourdon,Pulpo abejorro,أُخطُبوط طَنَانَة,熊峰蛸,,57,Octopus hummelincki,384110104207,Adam 1936,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQJ,,Pygmy octopus,Octopus joubini,Pygmy octopus,Poulpe pygmé,Pulpo pigmeo,أُخطبوط قَزِمِيّ,柔氏蛸,,57,Octopus joubini,384110104208,G. C. Robson 1929,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQY,,Mexican four-eyed octopus,Octopus maya,Mexican four-eyed octopus,Poulpe mexicain,Pulpo mexicano,أُخطبوط مكسيكي,墨西哥蛸,,57,Octopus maya,384110104209,G. L. Voss & Solís 1966,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
QDM,,,Octopus mimus,,,Pulpo búrlon,,,,57,Octopus mimus,384110104210,A. Gould 1852,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQI,,,Octopus minor,,,,,,,57,Octopus minor,384110104211,(Sasaki 1920),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQV,,,Octopus oliveri,,,,,,,57,Octopus oliveri,384110104212,(S. S. Berry 1914),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQT,,Spider octopus,Octopus salutii,Spider octopus,Poulpe de Saluzzi,Pulpo arana,أُخطبوط العنكبوت,球形蛸,,57,Octopus salutii,384110104213,Vérany 1839,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OQN,,Moon octopus,Octopus selene,Moon octopus,Poulpe lune,Pulpo lunero,أُخطبوط قمر,月蛸,,57,Octopus selene,384110104214,G. L. Voss 1971,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OKH,,Tehuelche octopus,Octopus tehuelchus,Tehuelche octopus,Poulpe téhuelche,Pulpo tehuelche,أُخطبوط طِهولش,德华蛸,,57,Octopus tehuelchus,384110104216,A. d'Orbigny 1834,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OKE,,Gloomy octopus,Octopus tetricus,Gloomy octopus,Poulpe sombre,Pulpo tétrico,أُخطبوط مُعتم,粗野蛸,,57,Octopus tetricus,384110104217,A. Gould 1852,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OKJ,,Whiparm octopus,Octopus variabilis,Whiparm octopus,Poulpe fouet,Pulpo antenado,أُخطبوط سَوْط,长蛸,,57,Octopus variabilis,384110104218,(Sasaki 1929),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OCC,,Common octopus,Octopus vulgaris,Common octopus,Pieuvre,Pulpo común,,,,57,Octopus vulgaris,384110104219,Cuvier 1797,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OKZ,,Atlantic banded octopus,Octopus zonatus,Atlantic banded octopus,Poulpe zèbre,Pulpo acebrado,أُخطبوط مُبَقَّع أطلسي,大西洋条纹蛸,,57,Octopus zonatus,384110104220,G. L. Voss 1968,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OCZ,,Octopuses NEI,Octopus spp,Octopuses NEI,Poulpes NCA,Pulpos NEP,,,,57,Octopus spp,3841101042XX,Cuvier 1798,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OGV,,,Pinnoctopus cordiformis,,,,,,,57,Pinnoctopus cordiformis,384110104601,(Quoy & Gaimard 1832),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
DTS,,Dana octopus,Pteroctopus schmidti,Dana octopus,Poulpe dana,Pulpito monedero,أُخطبوط دانا,圆王蛸,,57,Pteroctopus schmidti,384110105001,(Joubin 1933),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OCJ,,Fourhorn octopus,Pteroctopus tetracirrhus,Fourhorn octopus,Poulpe à quatre cornes,Pulpo cuatro cuernos,أُخطبزط ذو أربعة قُرون,四角羽蛸,,57,Pteroctopus tetracirrhus,384110105002,(Delle Chiaje 1830),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
UGU,,Unihorn octopus,Scaeurgus unicirrhus,Unihorn octopus,Poulpe licorne,Pulpo unicornio,أُخطبوط حَرِيش البحر,单角蛸,,57,Scaeurgus unicirrhus,384110105401,(Delle Chiaje 1841),OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
OCT,,"Octopuses, etc. NEI",Octopodidae,"Octopuses, etc. NEI","Pieuvres, poulpes NCA","Pulpitos, pulpos NEP",,,Октоподиды (=осьминоги),57,Octopodidae,3841101XXXXX,A. d'Orbigny 1840,OCTOPODIDAE,CEPHALOPODA (OCTOPODS)
SUY,,,Stauroteuthis syrtensis,,,,,,,57,Stauroteuthis syrtensis,384113101001,A. E. Verrill 1879,STAUROTEUTHIDAE,CEPHALOPODA (OCTOPODS)
UZS,,Agassiz's flapjack octopod,Opisthoteuthis agassizii,Agassiz's flapjack octopod,Discopoulpe de Agassiz,Discopulpo de Agassiz,,,,57,Opisthoteuthis agassizii,384114101001,A. E. Verrill 1883,OPISTHOTEUTHIDAE,CEPHALOPODA (OCTOPODS)
QEJ,,,Opisthoteuthis calypso,,,,,,,57,Opisthoteuthis calypso,384114101002,"Villanueva, M. A. Collins, P. Sánchez & N. A., Voss 2002",OPISTHOTEUTHIDAE,CEPHALOPODA (OCTOPODS)
