code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
FBN,,,Esox masquinongy,,,,,,,13,Esox masquinongy,142301101403,Mitchill 1824,ESOCIDAE,SALMONIFORMES (ESOCOIDEI)
FBV,,,Esox niger,,,,,,,13,Esox niger,142301101404,Lesueur 1818,ESOCIDAE,SALMONIFORMES (ESOCOIDEI)
AMU,,Amur pike,Esox reichertii,Amur pike,Brochet du Pacifique,Lucio del Pacífico,,黑斑狗鱼,,13,Esox reichertii,142301101405,Dybowski 1869,ESOCIDAE,SALMONIFORMES (ESOCOIDEI)
NVH,,Olympic mudminnow,Novumbra hubbsi,Olympic mudminnow,,,,,,13,Novumbra hubbsi,142301101801,Schultz 1929,ESOCIDAE,SALMONIFORMES (ESOCOIDEI)
UMK,,Mudminnow,Umbra krameri,Mudminnow,,,,,,13,Umbra krameri,142302101001,Walbaum 1792,UMBRIDAE,SALMONIFORMES (ESOCOIDEI)
PFO,,Trout-perch,Percopsis omiscomaycus,Trout-perch,,,,,,13,Percopsis omiscomaycus,147101001001,(Walbaum 1792),PERCOPSIDAE,PERCOPSIFORMES
PHY,,Pirate perch,Aphredoderus sayanus,Pirate perch,,,,,,13,Aphredoderus sayanus,147102001001,(Gilliams 1824),APHREDODERIDAE,PERCOPSIFORMES
AYC,,Swampfish,Chologaster cornuta,Swampfish,,,,,,13,Chologaster cornuta,147103001001,Agassiz 1853,AMBLYOPSIDAE,PERCOPSIFORMES
AFA,,Spring cavefish,Forbesichthys agassizii,Spring cavefish,,,,,,13,Forbesichthys agassizii,147103001401,(Putnam 1872),AMBLYOPSIDAE,PERCOPSIFORMES
TYP,,Alabama cavefish,Speoplatyrhinus poulsoni,Alabama cavefish,,,,,,13,Speoplatyrhinus poulsoni,147103001801,Cooper & Kuehne 1974,AMBLYOPSIDAE,PERCOPSIFORMES
ABY,,Ozark cavefish,Troglichthys rosae,Ozark cavefish,,,,,,13,Troglichthys rosae,147103002201,(Eigenmann 1898),AMBLYOPSIDAE,PERCOPSIFORMES
TYS,,Southern cavefish,Typhlichthys subterraneus,Southern cavefish,,,,,,13,Typhlichthys subterraneus,147103002601,Girard 1859,AMBLYOPSIDAE,PERCOPSIFORMES
FBU,,Burbot,Lota lota,Burbot,Lotte de rivière,Lota,,江鳕,Налим,13,Lota lota,148004101401,(Linnaeus 1758),LOTIDAE,GADIFORMES
KUL,,Nurseryfish,Kurtus gulliveri,Nurseryfish,,,,,,13,Kurtus gulliveri,150101101001,Castelnau 1878,KURTIDAE,GOBIIFORMES
RYR,,Loach goby,Rhyacichthys aspro,Loach goby,,,,,,13,Rhyacichthys aspro,150104101001,(Valenciennes 1837),RHYACICHTHYIDAE,GOBIIFORMES
OOU,,,Odontobutis obscurus,,,,,暗色沙塘鳢,,13,Odontobutis obscurus,150105101001,(Temminck & Schlegel 1845),ODONTOBUTIDAE,GOBIIFORMES
OWB,,,Odontobutis potamophilus,,,,,河川沙塘鳢,,13,Odontobutis potamophilus,150105101002,(Günther 1861),ODONTOBUTIDAE,GOBIIFORMES
ERL,,Chinese sleeper,Perccottus glenii,Chinese sleeper,,,,,,13,Perccottus glenii,150105101401,Dybowski 1877,ODONTOBUTIDAE,GOBIIFORMES
BNJ,,Throat-spine gudgeon,Belobranchus belobranchus,Throat-spine gudgeon,,,,,,13,Belobranchus belobranchus,150106101001,(Valenciennes 1837),ELEOTRIDAE,GOBIIFORMES
OUY,,,Bostrychus africanus,,,,,,,13,Bostrychus africanus,150106101401,(Steindachner 1879),ELEOTRIDAE,GOBIIFORMES
BWS,,Four-eyed sleeper,Bostrychus sinensis,Four-eyed sleeper,,,,中华乌塘鳢,,13,Bostrychus sinensis,150106101402,(Lacépède 1801),ELEOTRIDAE,GOBIIFORMES
BCZ,,Barred gudgeon,Bostrychus zonatus,Barred gudgeon,,,,,,13,Bostrychus zonatus,150106101403,Weber 1907,ELEOTRIDAE,GOBIIFORMES
UKP,,,Bunaka gyrinoides,,,,,,,13,Bunaka gyrinoides,150106101801,Herre 1927,ELEOTRIDAE,GOBIIFORMES
UTB,,Duckbill sleeper,Butis butis,Duckbill sleeper,,,,,,13,Butis butis,150106102201,(Hamilton 1822),ELEOTRIDAE,GOBIIFORMES
NBK,,Mud sleeper,Butis koilomatodon,Mud sleeper,,,,,,13,Butis koilomatodon,150106102202,(Bleeker 1849),ELEOTRIDAE,GOBIIFORMES
UMG,,Tailface sleeper,Calumia godeffroyi,Tailface sleeper,,,,,,13,Calumia godeffroyi,150106102601,(Günther 1877),ELEOTRIDAE,GOBIIFORMES
DOM,,Pacific fat sleeper,Dormitator latifrons,Pacific fat sleeper,,Camote del Pacífico,,侧叶脂塘鳢,,13,Dormitator latifrons,150106103001,(Richardson 1844),ELEOTRIDAE,GOBIIFORMES
DOH,,,Dormitator lebretonis,,,,,,,13,Dormitator lebretonis,150106103002,(Steindachner 1870),ELEOTRIDAE,GOBIIFORMES
DMM,,Fat sleeper,Dormitator maculatus,Fat sleeper,,Naca,,脂塘鳢,,13,Dormitator maculatus,150106103003,(Bloch 1792),ELEOTRIDAE,GOBIIFORMES
EOF,,Dusky sleeper,Eleotris fusca,Dusky sleeper,,,,,,13,Eleotris fusca,150106103801,(Schneider & Forster 1801),ELEOTRIDAE,GOBIIFORMES
EOP,,Spotted sleeper,Eleotris picta,Spotted sleeper,,,,,,13,Eleotris picta,150106103802,Kner & Steindachner 1863,ELEOTRIDAE,GOBIIFORMES
DZZ,,,Eleotris senegalensis,,,,,,,13,Eleotris senegalensis,150106103803,Steindachner 1870,ELEOTRIDAE,GOBIIFORMES
EOV,,,Eleotris vittata,,,,,,,13,Eleotris vittata,150106103804,Duméril 1861,ELEOTRIDAE,GOBIIFORMES
EOS,,Emerald sleeper,Erotelis smaragdus,Emerald sleeper,,,,,,13,Erotelis smaragdus,150106104201,(Valenciennes 1837),ELEOTRIDAE,GOBIIFORMES
HYG,,,Giuris laglaizei,,,,,,,13,Giuris laglaizei,150106104601,(Sauvage 1880),ELEOTRIDAE,GOBIIFORMES
OFP,,Snakehead gudgeon,Giuris margaritaceus,Snakehead gudgeon,Eléotris serpent,,,,,13,Giuris margaritaceus,150106104602,(Valenciennes 1837),ELEOTRIDAE,GOBIIFORMES
GBV,,Upland bully,Gobiomorphus breviceps,Upland bully,,,,,,13,Gobiomorphus breviceps,150106105001,(Stokell 1939),ELEOTRIDAE,GOBIIFORMES
GBD,,Bigmouth sleeper,Gobiomorus dormitor,Bigmouth sleeper,Dormeur,Guavina bocón,,,,13,Gobiomorus dormitor,150106105401,Lacépède 1800,ELEOTRIDAE,GOBIIFORMES
KJJ,,Pacific sleeper,Gobiomorus maculatus,Pacific sleeper,,,,,,13,Gobiomorus maculatus,150106105402,(Günther 1859),ELEOTRIDAE,GOBIIFORMES
GUV,,,Guavina guavina,,,,,,,13,Guavina guavina,150106105801,(Valenciennes 1837),ELEOTRIDAE,GOBIIFORMES
HYJ,,Slender gudgeon,Hypseleotris ejuncida,Slender gudgeon,,,,,,13,Hypseleotris ejuncida,150106106201,Hoese & Allen 1982,ELEOTRIDAE,GOBIIFORMES
KIH,,Mitchell gudgeon,Hypseleotris hutchinsi,Mitchell gudgeon,,,,,,13,Hypseleotris hutchinsi,150106106202,(Hoese & Allen 1987),ELEOTRIDAE,GOBIIFORMES
INM,,,Incara multisquamatus,,,,,,,13,Incara multisquamatus,150106106601,Rao 1971,ELEOTRIDAE,GOBIIFORMES
KRK,,,Kribia kribensis,,,,,,,13,Kribia kribensis,150106107001,(Boulenger 1907),ELEOTRIDAE,GOBIIFORMES
MEV,,Cave gudgeon,Milyeringa veritas,Cave gudgeon,,,,,,13,Milyeringa veritas,150106107401,Whitley 1945,ELEOTRIDAE,GOBIIFORMES
MGJ,,,Mogurnda aiwasoensis,,,,,,,13,Mogurnda aiwasoensis,150106107801,Allen & Renyaan 1996,ELEOTRIDAE,GOBIIFORMES
ODC,,,Odonteleotris macrodon,,,,,,,13,Odonteleotris macrodon,150106108201,(Bleeker 1853),ELEOTRIDAE,GOBIIFORMES
OFM,,,Ophiocara macrolepidotum,,,,,,,13,Ophiocara macrolepidotum,150106108601,(Bloch 1792),ELEOTRIDAE,GOBIIFORMES
XYF,,Fimbriate gudgeon,Oxyeleotris fimbriata,Fimbriate gudgeon,,,,,,13,Oxyeleotris fimbriata,150106109001,(Weber 1907),ELEOTRIDAE,GOBIIFORMES
YBD,,Sleepy cod,Oxyeleotris lineolata,Sleepy cod,,,,线纹尖塘鳢,,13,Oxyeleotris lineolata,150106109002,(Steindachner 1867),ELEOTRIDAE,GOBIIFORMES
GBM,,Marble goby,Oxyeleotris marmorata,Marble goby,,,,云斑尖塘鳢,,13,Oxyeleotris marmorata,150106109003,(Bleeker 1852),ELEOTRIDAE,GOBIIFORMES
FLR,,,Philypnodon grandiceps,,,,,,,13,Philypnodon grandiceps,150106109401,(Krefft 1864),ELEOTRIDAE,GOBIIFORMES
RKL,,,Ratsirakia legendrei,,,,,,,13,Ratsirakia legendrei,150106109801,(Pellegrin 1919),ELEOTRIDAE,GOBIIFORMES
TAO,,Peacock gudgeon,Tateurndina ocellicauda,Peacock gudgeon,,,,,,13,Tateurndina ocellicauda,150106110201,Nichols 1955,ELEOTRIDAE,GOBIIFORMES
TFA,,,Typhleotris madagascariensis,,,,,,,13,Typhleotris madagascariensis,150106110601,Petit 1933,ELEOTRIDAE,GOBIIFORMES
FGB,,"Gudgeons, sleepers NEI",Eleotridae,"Gudgeons, sleepers NEI","Gudgeons, dormeurs NCA",Durmientes NEP,,,,13,Eleotridae,1501061XXXXX,,ELEOTRIDAE,GOBIIFORMES
ACG,,,Acanthogobius hasta,,,,,,,13,Acanthogobius hasta,150109101001,(Temminck & Schlegel 1845),GOBIIDAE,GOBIIFORMES
AWA,,,Awaous aeneofuscus,,,,,,,13,Awaous aeneofuscus,150109107001,(Peters 1852),GOBIIDAE,GOBIIFORMES
HRV,,,Awaous fluviatilis,,,,,,,13,Awaous fluviatilis,150109107002,(Rao 1971),GOBIIDAE,GOBIIFORMES
AWQ,,West African freshwater goby,Awaous lateristriga,West African freshwater goby,,,,,,13,Awaous lateristriga,150109107003,(Duméril 1861),GOBIIDAE,GOBIIFORMES
HFP,,,Awaous macrorhynchus,,,,,,,13,Awaous macrorhynchus,150109107004,(Bleeker 1867),GOBIIDAE,GOBIIFORMES
BJN,,,Brachyamblyopus anotus,,,,,,,13,Brachyamblyopus anotus,150109110201,(Franz 1910),GOBIIDAE,GOBIIFORMES
FYJ,,,Brachyamblyopus brachysoma,,,,,,,13,Brachyamblyopus brachysoma,150109110202,(Bleeker 1854),GOBIIDAE,GOBIIFORMES
YGA,,,Brachygobius aggregatus,,,,,,,13,Brachygobius aggregatus,150109110601,Herre 1940,GOBIIDAE,GOBIIFORMES
HYX,,Bumblebee fish,Brachygobius xanthozona,Bumblebee fish,,,,,,13,Brachygobius xanthozona,150109110602,(Bleeker 1849),GOBIIDAE,GOBIIFORMES
LKM,,,Callogobius amikami,,,,,,,13,Callogobius amikami,150109112601,"Goren, Miroz & Baranes 1991",GOBIIDAE,GOBIIFORMES
IHP,,Doublebar goby,Callogobius bifasciatus,Doublebar goby,,,,,,13,Callogobius bifasciatus,150109112602,(Smith 1958),GOBIIDAE,GOBIIFORMES
IHQ,,Feather goby,Callogobius plumatus,Feather goby,,,,,,13,Callogobius plumatus,150109112603,(Smith 1959),GOBIIDAE,GOBIIFORMES
GBG,,,Caragobius urolepis,,,,,,,13,Caragobius urolepis,150109113001,(Bleeker 1852),GOBIIDAE,GOBIIFORMES
SJP,,,Caspiosoma caspium,,,,,,,13,Caspiosoma caspium,150109113401,(Kessler 1877),GOBIIDAE,GOBIIFORMES
HBV,,,Chlamydogobius gloveri,,,,,,,13,Chlamydogobius gloveri,150109114601,(Hoese 1991),GOBIIDAE,GOBIIFORMES
RGN,,,Cristatogobius nonatoae,,,,,,,13,Cristatogobius nonatoae,150109118201,(Ablan 1940),GOBIIDAE,GOBIIFORMES
GBP,,Blackfin goby,Ctenogobius claytonii,Blackfin goby,,,,,,13,Ctenogobius claytonii,150109120601,(Meek 1902),GOBIIDAE,GOBIIFORMES
