"code","uri","label","definition","label_en","label_es","label_fr","label_ru","label_cn","official_name_ar","official_name_en","official_name_es","official_name_fr","official_name_ru","official_name_cn","official_name_ar.1","char12_code","un_code"
"VIR",NA,"US Virgin Islands",NA,"US Virgin Islands","Islas Vírgenes (EE.UU.)","Îles Vierges américaines","<U+0412><U+0438><U+0440><U+0433><U+0438><U+043D><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0445> <U+0428><U+0442><U+0430><U+0442><U+043E><U+0432>","<U+7F8E><U+5C5E><U+7EF4><U+5C14><U+4EAC><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0641><U+064A><U+0631><U+062C><U+064A><U+0646> <U+0627><U+0644><U+062A><U+0627><U+0628><U+0639><U+0629> <U+0644><U+0644><U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629>","the United States Virgin Islands","las Islas Vírgenes de los Estados Unidos","les Îles Vierges américaines","<U+0412><U+0438><U+0440><U+0433><U+0438><U+043D><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0445> <U+0428><U+0442><U+0430><U+0442><U+043E><U+0432>","<U+7F8E><U+5C5E><U+7EF4><U+5C14><U+4EAC><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0641><U+064A><U+0631><U+062C><U+064A><U+0646> <U+0627><U+0644><U+062A><U+0627><U+0628><U+0639><U+0629> <U+0644><U+0644><U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629>","US Virgin Is","850"
"WAK",NA,"Wake Island",NA,"Wake Island","Isla Wake","Îles Wake","<U+0430><U+0442><U+043E><U+043B><U+043B> <U+0423><U+044D><U+0439><U+043A>","<U+5A01><U+514B><U+5C9B>","<U+062C><U+0632><U+064A><U+0631><U+0629> <U+0648><U+064A><U+0643>","Wake Island","Isla Wake","Îles Wake","<U+0430><U+0442><U+043E><U+043B><U+043B> <U+0423><U+044D><U+0439><U+043A>","<U+5A01><U+514B><U+5C9B>","<U+062C><U+0632><U+064A><U+0631><U+0629> <U+0648><U+064A><U+0643>","Wake Is","872"
"WLF",NA,"Wallis and Futuna Is.",NA,"Wallis and Futuna Is.","Islas Wallis y Futuna","Îles Wallis-et-Futuna","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0423><U+043E><U+043B><U+043B><U+0438><U+0441> <U+0438> <U+0424><U+0443><U+0442><U+0443><U+043D><U+0430>","<U+74E6><U+5229><U+65AF><U+548C><U+5BCC><U+56FE><U+7EB3><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0648><U+0627><U+0644><U+064A><U+0633> <U+0648><U+0641><U+0648><U+062A><U+0648><U+0646><U+0627>","the Wallis and Futuna Islands","las Islas Wallis y Futuna","les Îles Wallis-et-Futuna","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0423><U+043E><U+043B><U+043B><U+0438><U+0441> <U+0438> <U+0424><U+0443><U+0442><U+0443><U+043D><U+0430>","<U+74E6><U+5229><U+65AF><U+548C><U+5BCC><U+56FE><U+7EB3><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0648><U+0627><U+0644><U+064A><U+0633> <U+0648><U+0641><U+0648><U+062A><U+0648><U+0646><U+0627>","Wallis Fut I","876"
"WSM",NA,"Samoa",NA,"Samoa","Samoa","Samoa","<U+0421><U+0430><U+043C><U+043E><U+0430>","<U+8428><U+6469><U+4E9A>","<U+062F><U+0648><U+0644><U+0629> <U+0633><U+0627><U+0645><U+0648><U+0627> <U+0627><U+0644><U+0645><U+0633><U+062A><U+0642><U+0644><U+0629>","the Independent State of Samoa","el Estado Independiente de Samoa","l'État indépendant du Samoa","<U+041D><U+0435><U+0437><U+0430><U+0432><U+0438><U+0441><U+0438><U+043C><U+043E><U+0435> <U+0413><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+0441><U+0442><U+0432><U+043E> <U+0421><U+0430><U+043C><U+043E><U+0430>","<U+8428><U+6469><U+4E9A><U+72EC><U+7ACB><U+56FD>","<U+0633><U+0627><U+0645><U+0648><U+0627>","Samoa","882"
NA,NA,"West Bank",NA,"West Bank","Ribera Occidental","Cisjordanie","<U+0417><U+0430><U+043F><U+0430><U+0434><U+043D><U+044B><U+0439> <U+0431><U+0435><U+0440><U+0435><U+0433>","<U+897F><U+5CB8>","<U+0627><U+0644><U+0636><U+0641><U+0629> <U+0627><U+0644><U+063A><U+0631><U+0628><U+064A><U+0651><U+0629>","West Bank","Ribera Occidental","Cisjordanie","<U+0417><U+0430><U+043F><U+0430><U+0434><U+043D><U+044B><U+0439> <U+0431><U+0435><U+0440><U+0435><U+0433>","<U+897F><U+5CB8>","<U+0627><U+0644><U+0636><U+0641><U+0629> <U+0627><U+0644><U+063A><U+0631><U+0628><U+064A><U+0651><U+0629>","West Bank","402"
NA,NA,"Yemen Arab Republic",NA,"Yemen Arab Republic","Yemen, Republica Araba","Yemen, Rep. Arabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yemen Ar Rp","886"
NA,NA,"Yemen, Democratic",NA,"Yemen, Democratic","Yemen Democratico","Yemen Democratique",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yemen Dem","720"
"YUG",NA,"Yugoslavia SFR",NA,"Yugoslavia SFR","RFS de Yugoslavia","RFS de Yougoslavie","<U+0421><U+0435><U+0440><U+0431><U+0438><U+044F>","<U+585E><U+5C14><U+7EF4><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0635><U+0631><U+0628><U+064A><U+0627>","Socialist Federal Republic of Yugoslavia","RFS de Yugoslavia","République socialiste fédérative de Yougoslavie","<U+0421><U+0435><U+0440><U+0431><U+0438><U+044F>","<U+585E><U+5C14><U+7EF4><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0635><U+0631><U+0628><U+064A><U+0627>","Yugoslav SFR","890"
"YEM",NA,"Yemen",NA,"Yemen","Yemen","Yémen","<U+0419><U+0435><U+043C><U+0435><U+043D>","<U+4E5F><U+95E8>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+064A><U+0645><U+0646><U+064A><U+0651><U+0629>","the Republic of Yemen","la República del Yemen","la République du Yémen","<U+0419><U+0435><U+043C><U+0435><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+4E5F><U+95E8><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+064A><U+0645><U+0646>","Yemen","887"
"COD",NA,"Congo, Dem. Rep. of the",NA,"Congo, Dem. Rep. of the","Rep. Dem. del Congo","Rép. dém. du Congo","<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+043D><U+0433><U+043E>","<U+521A><U+679C><U+6C11><U+4E3B><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0643><U+0648><U+0646><U+063A><U+0648> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629>","the Democratic Republic of the Congo","la República Democrática del Congo","la République démocratique du Congo","<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+043D><U+0433><U+043E>","<U+521A><U+679C><U+6C11><U+4E3B><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0643><U+0648><U+0646><U+063A><U+0648> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629>","Congo Dem R","180"
"ZMB",NA,"Zambia",NA,"Zambia","Zambia","Zambie","<U+0417><U+0430><U+043C><U+0431><U+0438><U+044F>","<U+8D5E><U+6BD4><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0632><U+0627><U+0645><U+0628><U+064A><U+0627>","the Republic of Zambia","la República de Zambia","la République de Zambie","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0417><U+0430><U+043C><U+0431><U+0438><U+044F>","<U+8D5E><U+6BD4><U+4E9A><U+5171><U+548C><U+56FD>","<U+0632><U+0627><U+0645><U+0628><U+064A><U+0627>","Zambia","894"
NA,NA,"Other nei",NA,"Other nei","Otros nep","Autres nca",NA,NA,NA,"Other nei","Otros nep","Autres nca",NA,NA,NA,"Other nei","896"
"BEL",NA,"Belgium",NA,"Belgium","Bélgica","Belgique","<U+0411><U+0435><U+043B><U+044C><U+0433><U+0438><U+044F>","<U+6BD4><U+5229><U+65F6>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+0628><U+0644><U+062C><U+064A><U+0643><U+0627>","the Kingdom of Belgium","el Reino de Bélgica","le Royaume de Belgique","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0411><U+0435><U+043B><U+044C><U+0433><U+0438><U+044F>","<U+6BD4><U+5229><U+65F6><U+738B><U+56FD>","<U+0628><U+0644><U+062C><U+064A><U+0643><U+0627>","Belgium","056"
"LUX",NA,"Luxembourg",NA,"Luxembourg","Luxemburgo","Luxembourg","<U+041B><U+044E><U+043A><U+0441><U+0435><U+043C><U+0431><U+0443><U+0440><U+0433>","<U+5362><U+68EE><U+5821>","<U+062F><U+0648><U+0642><U+064A><U+0629> <U+0644><U+0643><U+0633><U+0645><U+0628><U+0631><U+063A> <U+0627><U+0644><U+0643><U+0628><U+0631><U+0649>","the Grand Duchy of Luxembourg","el Gran Ducado de Luxemburgo","le Grand-Duché de Luxembourg","<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0435> <U+0413><U+0435><U+0440><U+0446><U+043E><U+0433><U+0441><U+0442><U+0432><U+043E> <U+041B><U+044E><U+043A><U+0441><U+0435><U+043C><U+0431><U+0443><U+0440><U+0433>","<U+5362><U+68EE><U+5821><U+5927><U+516C><U+56FD>","<U+0644><U+0643><U+0633><U+0645><U+0628><U+0631><U+063A>","Luxembourg","442"
"AIA",NA,"Anguilla",NA,"Anguilla","Anguila","Anguilla","<U+0410><U+043D><U+0433><U+0438><U+043B><U+044C><U+044F>","<U+5B89><U+572D><U+62C9>","<U+0623><U+0646><U+063A><U+0648><U+064A><U+0644><U+0627>","Anguilla","Anguila","Anguilla","<U+0410><U+043D><U+0433><U+0438><U+043B><U+044C><U+044F>","<U+5B89><U+572D><U+62C9>","<U+0623><U+0646><U+063A><U+0648><U+064A><U+0644><U+0627>","Anguilla","660"
NA,NA,"Channel Islands",NA,"Channel Islands","Islas Anglonormandas","Îles Anglo-Normandes","<U+041D><U+043E><U+0440><U+043C><U+0430><U+043D><U+0434><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+6D77><U+5CE1><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0634><U+0627><U+0646><U+064A><U+0644>","the Channel Islands","las Islas Anglonormandas","les Îles Anglo-Normandes","<U+041D><U+043E><U+0440><U+043C><U+0430><U+043D><U+0434><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+6D77><U+5CE1><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0634><U+0627><U+0646><U+064A><U+0644>","Channel Is","830"
"SJM",NA,"Svalbard and Jan Mayen",NA,"Svalbard and Jan Mayen","Islas Svalbard/Jan Mayen","Îles Svalbard/Jan Mayen","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0421><U+0432><U+0430><U+043B><U+044C><U+0431><U+0430><U+0440><U+0434> <U+0438> <U+042F><U+043D>-<U+041C><U+0430><U+0439><U+0435><U+043D>","<U+65AF><U+74E6><U+5C14><U+5DF4><U+548C><U+626C><U+9A6C><U+5EF6><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0633><U+0641><U+0627><U+0644><U+0628><U+0627><U+0631><U+062F> <U+0648><U+062C><U+0627><U+0646> <U+0645><U+0627><U+064A><U+064A><U+0646>","Svalbard and Jan Mayen Islands","las Islas Svalbard y Jan Mayen","les Îles Svalbard-et-Jan Mayen","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0421><U+0432><U+0430><U+043B><U+044C><U+0431><U+0430><U+0440><U+0434> <U+0438> <U+042F><U+043D>-<U+041C><U+0430><U+0439><U+0435><U+043D>","<U+65AF><U+74E6><U+5C14><U+5DF4><U+548C><U+626C><U+9A6C><U+5EF6><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0633><U+0641><U+0627><U+0644><U+0628><U+0627><U+0631><U+062F> <U+0648><U+062C><U+0627><U+0646> <U+0645><U+0627><U+064A><U+064A><U+0646>","Svalbard Is","744"
"IMN",NA,"Isle of Man",NA,"Isle of Man","Isla de Man","Île de Man","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+041C><U+044D><U+043D>","<U+9A6C><U+6069><U+5C9B>","<U+062C><U+0632><U+064A><U+0631><U+0629> <U+0645><U+0627><U+0646>","Isle of Man","la Isla de Man","l'Île de Man","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+041C><U+044D><U+043D>","<U+9A6C><U+6069><U+5C9B>","<U+062C><U+0632><U+064A><U+0631><U+0629> <U+0645><U+0627><U+0646>","Isle of Man","833"
"MYT",NA,"Mayotte",NA,"Mayotte","Mayotte","Mayotte","<U+041C><U+0430><U+0439><U+043E><U+0442><U+0442><U+0430>","<U+9A6C><U+7EA6><U+7279>","<U+0645><U+0627><U+064A><U+0648><U+062A>","Mayotte","Mayotte","Mayotte","<U+041C><U+0430><U+0439><U+043E><U+0442><U+0442><U+0430>","<U+9A6C><U+7EA6><U+7279>","<U+0645><U+0627><U+064A><U+0648><U+062A>","Mayotte","175"
"SGS",NA,"SouthGeorgia/Sandwich Is",NA,"SouthGeorgia/Sandwich Is","Georgia S.-Is.Sandw.Sur","Géorgie Sud-Îles Sand.S.","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+042E><U+0436><U+043D><U+0430><U+044F> <U+0413><U+0435><U+043E><U+0440><U+0433><U+0438><U+044F> <U+0438> <U+042E><U+0436><U+043D><U+044B><U+0435> <U+0421><U+0430><U+043D><U+0434><U+0432><U+0438><U+0447><U+0435><U+0432><U+044B> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+5357><U+4E54><U+6CBB><U+4E9A><U+5C9B><U+548C><U+5357><U+6851><U+5A01><U+5947><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+062C><U+0646><U+0648><U+0628> <U+062C><U+0648><U+0631><U+062C><U+064A><U+0627> <U+0648><U+0633><U+0627><U+0646><U+062F><U+0648><U+064A><U+062A><U+0634>","South Georgia and the South Sandwich Islands","Georgia del Sur y las Islas Sandwich del Sur","Géorgie du Sud-et-Îles Sandwich du Sud","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+042E><U+0436><U+043D><U+0430><U+044F> <U+0413><U+0435><U+043E><U+0440><U+0433><U+0438><U+044F> <U+0438> <U+042E><U+0436><U+043D><U+044B><U+0435> <U+0421><U+0430><U+043D><U+0434><U+0432><U+0438><U+0447><U+0435><U+0432><U+044B> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+5357><U+4E54><U+6CBB><U+4E9A><U+5C9B><U+548C><U+5357><U+6851><U+5A01><U+5947><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+062C><U+0646><U+0648><U+0628> <U+062C><U+0648><U+0631><U+062C><U+064A><U+0627> <U+0648><U+0633><U+0627><U+0646><U+062F><U+0648><U+064A><U+062A><U+0634>","SouthGeorgia","239"
"SRB",NA,"Serbia",NA,"Serbia","Serbia","Serbie","<U+0421><U+0435><U+0440><U+0431><U+0438><U+044F>","<U+585E><U+5C14><U+7EF4><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0635><U+0631><U+0628><U+064A><U+0627>","the Republic of Serbia","la República de Serbia","la République de Serbie","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+0435><U+0440><U+0431><U+0438><U+044F>","<U+585E><U+5C14><U+7EF4><U+4E9A><U+5171><U+548C><U+56FD>","<U+0635><U+0631><U+0628><U+064A><U+0627>","Serbia","688"
"MNE",NA,"Montenegro",NA,"Montenegro","Montenegro","Monténégro","<U+0427><U+0435><U+0440><U+043D><U+043E><U+0433><U+043E><U+0440><U+0438><U+044F>","<U+9ED1><U+5C71>","<U+0627><U+0644><U+062C><U+0628><U+0644> <U+0627><U+0644><U+0623><U+0633><U+0648><U+062F>","Montenegro","Montenegro","le Monténégro","<U+0427><U+0435><U+0440><U+043D><U+043E><U+0433><U+043E><U+0440><U+0438><U+044F>","<U+9ED1><U+5C71>","<U+0627><U+0644><U+062C><U+0628><U+0644> <U+0627><U+0644><U+0623><U+0633><U+0648><U+062F>","Montenegro","499"
"EAZ",NA,"Zanzibar",NA,"Zanzibar","Zanzíbar","Zanzibar",NA,NA,NA,"Zanzibar","Zanzibar","Zanzibar",NA,NA,NA,"Zanzibar","836"
"ANT",NA,"Netherlands Antilles",NA,"Netherlands Antilles","Antillas Neerlandesas","Antilles néerlandaises","(<U+0438><U+0437>/ <U+0436><U+0438><U+0442><U+0435><U+043B><U+044C>) <U+0413><U+043E><U+043B><U+043B><U+0430><U+043D><U+0434><U+0441><U+043A><U+0438><U+0445> <U+0410><U+043D><U+0442><U+0438><U+043B><U+044C><U+0441><U+043A><U+0438><U+0445> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+043E><U+0432>","<U+8377><U+5C5E><U+5B89><U+7684><U+5217><U+65AF><U+4EBA>/<U+5C5E><U+5B89><U+7684><U+5217><U+65AF><U+4EBA><U+7684>","<U+0645><U+0646> <U+062C><U+0632><U+0631> <U+0627><U+0644><U+0623><U+0646><U+062A><U+064A><U+0644> <U+0627><U+0644><U+0647><U+0648><U+0644><U+0646><U+062F><U+064A><U+0629>","Netherlands Antilles","Antillas Neerlandesas","les Antilles néerlandaises","(<U+0438><U+0437>/ <U+0436><U+0438><U+0442><U+0435><U+043B><U+044C>) <U+0413><U+043E><U+043B><U+043B><U+0430><U+043D><U+0434><U+0441><U+043A><U+0438><U+0445> <U+0410><U+043D><U+0442><U+0438><U+043B><U+044C><U+0441><U+043A><U+0438><U+0445> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+043E><U+0432>","<U+8377><U+5C5E><U+5B89><U+7684><U+5217><U+65AF><U+4EBA>/<U+5C5E><U+5B89><U+7684><U+5217><U+65AF><U+4EBA><U+7684>","<U+0645><U+0646> <U+062C><U+0632><U+0631> <U+0627><U+0644><U+0623><U+0646><U+062A><U+064A><U+0644> <U+0627><U+0644><U+0647><U+0648><U+0644><U+0646><U+062F><U+064A><U+0629>","NethAntilles","532"
"ALA",NA,"Åland Islands",NA,"Åland Islands","Islas Åland","Îles d'Åland","<U+0410><U+043B><U+0430><U+043D><U+0434><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+5965><U+5170><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0623><U+0644><U+0627><U+0646><U+062F>","the Åland Islands","las Islas Åland","les Îles d'Åland","<U+0410><U+043B><U+0430><U+043D><U+0434><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+5965><U+5170><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0623><U+0644><U+0627><U+0646><U+062F>","Åland Is","248"
"BES",NA,"Bonaire/S.Eustatius/Saba",NA,"Bonaire/S.Eustatius/Saba","Bonaire/S.Eustaquio/Saba","Bonaire/S.Eustache/Saba","<U+0411><U+043E><U+043D><U+0430><U+0439><U+0440><U+0435>, <U+0421><U+0438><U+043D><U+0442>-<U+042D><U+0441><U+0442><U+0430><U+0442><U+0438><U+0443><U+0441> <U+0438> <U+0421><U+0430><U+0431><U+0430>","<U+535A><U+7EB3><U+5C14><U+3001><U+5723><U+4FC4><U+65AF><U+5854><U+4F11><U+65AF><U+548C><U+8428><U+5DF4>","<U+0628><U+0648><U+0646><U+064A><U+0631> <U+0648><U+0633><U+0627><U+0646> <U+064A><U+0648><U+0633><U+062A><U+0627><U+062A><U+064A><U+0648><U+0633> <U+0648><U+0633><U+0627><U+0628><U+0627>","Bonaire, Saint-Eustache et Saba","Bonaire, San Eustaquio y Saba","Bonaire, Sint Eustatius et Saba","<U+0411><U+043E><U+043D><U+0430><U+0439><U+0440><U+0435>, <U+0421><U+0438><U+043D><U+0442>-<U+042D><U+0441><U+0442><U+0430><U+0442><U+0438><U+0443><U+0441> <U+0438> <U+0421><U+0430><U+0431><U+0430>","<U+535A><U+7EB3><U+5C14><U+3001><U+5723><U+4FC4><U+65AF><U+5854><U+4F11><U+65AF><U+548C><U+8428><U+5DF4>","<U+0628><U+0648><U+0646><U+064A><U+0631> <U+0648><U+0633><U+0627><U+0646> <U+064A><U+0648><U+0633><U+062A><U+0627><U+062A><U+064A><U+0648><U+0633> <U+0648><U+0633><U+0627><U+0628><U+0627>","Bonaire/Eust","535"
"GGY",NA,"Guernsey",NA,"Guernsey","Guernesey","Guernesey","<U+0413><U+0435><U+0440><U+043D><U+0441><U+0438>","<U+6839><U+897F>","<U+0625><U+0642><U+0644><U+064A><U+0645> <U+063A><U+064A><U+0631><U+0646><U+0633><U+064A>","the Bailiwick of Guernsey","el Bailiazgo de Guernesey","le Bailliage de Guernesey","<U+0413><U+0435><U+0440><U+043D><U+0441><U+0438>","<U+6839><U+897F><U+884C><U+653F><U+533A>","<U+063A><U+064A><U+0631><U+0646><U+0633><U+064A>","Guernsey","831"
"JEY",NA,"Jersey",NA,"Jersey","Jersey","Jersey","<U+0414><U+0436><U+0435><U+0440><U+0441><U+0438>","<U+6CFD><U+897F>","<U+062C><U+064A><U+0631><U+0633><U+064A>","Jersey","Jersey","Jersey","<U+0414><U+0436><U+0435><U+0440><U+0441><U+0438>","<U+6CFD><U+897F><U+884C><U+653F><U+533A>","<U+062C><U+064A><U+0631><U+0633><U+064A>","Jersey","832"
"CUW",NA,"Curaçao",NA,"Curaçao","Curaçao","Curaçao","<U+041A><U+044E><U+0440><U+0430><U+0441><U+0430><U+043E>","<U+5E93><U+62C9><U+7D22>","<U+0643><U+0648><U+0631><U+0627><U+0633><U+0627><U+0648>","Curaçao","Curaçao","Curaçao","<U+041A><U+044E><U+0440><U+0430><U+0441><U+0430><U+043E>","<U+5E93><U+62C9><U+7D22>","<U+0643><U+0648><U+0631><U+0627><U+0633><U+0627><U+0648>","Curaçao","531"
"BLM",NA,"Saint Barthélemy",NA,"Saint Barthélemy","San Bartolomé","Saint-Barthélemy","<U+0421><U+0435><U+043D>-<U+0411><U+0430><U+0440><U+0442><U+0435><U+043B><U+0435><U+043C><U+0438>","<U+5723><U+5723><U+5DF4><U+6CF0><U+52D2><U+7C73>","<U+0633><U+0627><U+0646> <U+0628><U+0627><U+0631><U+062A><U+0644><U+064A><U+0645><U+064A>","Saint Barthélemy","San Bartolomé","Saint-Barthélemy","<U+0421><U+0435><U+043D>-<U+0411><U+0430><U+0440><U+0442><U+0435><U+043B><U+0435><U+043C><U+0438>","<U+5723><U+5DF4><U+6CF0><U+52D2><U+7C73>","<U+0633><U+0627><U+0646> <U+0628><U+0627><U+0631><U+062A><U+0644><U+064A><U+0645><U+064A>","StBarthélemy","652"
"MAF",NA,"Saint-Martin (French)",NA,"Saint-Martin (French)","San Martín (francesa)","Saint-Martin (française)","<U+0421><U+0435><U+043D>-<U+041C><U+0430><U+0440><U+0442><U+0435><U+043D> (<U+0444><U+0440><U+0430><U+043D><U+0446><U+0443><U+0437><U+0441><U+043A><U+0430><U+044F> <U+0447><U+0430><U+0441><U+0442><U+044C>)","<U+5723><U+9A6C><U+4E01>(<U+6CD5><U+5C5E><U+90E8><U+5206>)","<U+0633><U+0627><U+0646> <U+0645><U+0627><U+0631><U+062A><U+0646> - <U+0627><U+0644><U+062C><U+0632><U+0621> <U+0627><U+0644><U+0641><U+0631><U+0646><U+0633><U+064A>","Saint-Martin (French part)","San Martín (parte francesa)","Saint-Martin (partie française)","<U+0421><U+0435><U+043D>-<U+041C><U+0430><U+0440><U+0442><U+0435><U+043D> (<U+0444><U+0440><U+0430><U+043D><U+0446><U+0443><U+0437><U+0441><U+043A><U+0430><U+044F> <U+0447><U+0430><U+0441><U+0442><U+044C>)","<U+5723><U+9A6C><U+4E01>(<U+6CD5><U+5C5E><U+90E8><U+5206>)","<U+0633><U+0627><U+0646> <U+0645><U+0627><U+0631><U+062A><U+0646> - <U+0627><U+0644><U+062C><U+0632><U+0621> <U+0627><U+0644><U+0641><U+0631><U+0646><U+0633><U+064A>","Saint-Martin","663"
"SXM",NA,"Sint Maarten",NA,"Sint Maarten","Sint Maarten","Sint Maarten","<U+0421><U+0438><U+043D><U+0442>-<U+041C><U+0430><U+0440><U+0442><U+0435><U+043D> (<U+043D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0441><U+043A><U+0430><U+044F> <U+0447><U+0430><U+0441><U+0442><U+044C>)","<U+5723><U+9A6C><U+4E01>(<U+8377><U+5C5E><U+90E8><U+5206>)","<U+0633><U+0627><U+0646><U+062A> <U+0645><U+0627><U+0631><U+062A><U+0646> - <U+0627><U+0644><U+062C><U+0632><U+0621> <U+0627><U+0644><U+0647><U+0648><U+0644><U+0646><U+062F><U+064A>","Sint Maarten (Dutch Part)","Sint Maarten (parte de los Países Bajos)","Sint Maarten (partie néerlandaise)","<U+0421><U+0438><U+043D><U+0442>-<U+041C><U+0430><U+0440><U+0442><U+0435><U+043D> (<U+043D><U+0438><U+0434><U+0435><U+0440><U+043B><U+0430><U+043D><U+0434><U+0441><U+043A><U+0430><U+044F> <U+0447><U+0430><U+0441><U+0442><U+044C>)","<U+5723><U+9A6C><U+4E01>(<U+8377><U+5C5E><U+90E8><U+5206>)","<U+0633><U+0627><U+0646><U+062A> <U+0645><U+0627><U+0631><U+062A><U+0646> - <U+0627><U+0644><U+062C><U+0632><U+0621> <U+0627><U+0644><U+0647><U+0648><U+0644><U+0646><U+062F><U+064A>","Sint Maarten","534"
