"code","uri","label","definition","label_en","label_es","label_fr","label_ru","label_cn","official_name_ar","official_name_en","official_name_es","official_name_fr","official_name_ru","official_name_cn","official_name_ar.1","char12_code","un_code"
"TKM",NA,"Turkmenistan",NA,"Turkmenistan","Turkmenistán","Turkménistan","<U+0422><U+0443><U+0440><U+043A><U+043C><U+0435><U+043D><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+571F><U+5E93><U+66FC><U+65AF><U+5766>","<U+062A><U+0631><U+0643><U+0645><U+0627><U+0646><U+0633><U+062A><U+0627><U+0646>","Turkmenistan","Turkmenistán","le Turkménistan","<U+0422><U+0443><U+0440><U+043A><U+043C><U+0435><U+043D><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+571F><U+5E93><U+66FC><U+65AF><U+5766>","<U+062A><U+0631><U+0643><U+0645><U+0627><U+0646><U+0633><U+062A><U+0627><U+0646>","Turkmenistan","795"
"TWN",NA,"Taiwan Province of China",NA,"Taiwan Province of China","Prov. china de Taiwán","Prov. chinoise de Taïwan","<U+043A><U+0438><U+0442><U+0430><U+0439><U+0441><U+043A><U+0430><U+044F> <U+043F><U+0440><U+043E><U+0432><U+0438><U+043D><U+0446><U+0438><U+044F> <U+0422><U+0430><U+0439><U+0432><U+0430><U+043D><U+044C>","<U+4E2D><U+56FD><U+53F0><U+6E7E><U+7701>","<U+0645><U+0642><U+0627><U+0637><U+0639><U+0629> <U+062A><U+0627><U+064A><U+0648><U+0627><U+0646> <U+0627><U+0644><U+0635><U+064A><U+0646><U+064A><U+0629>","Taiwan Province of China","Provincia china de Taiwán","Province chinoise de Taïwan","<U+043A><U+0438><U+0442><U+0430><U+0439><U+0441><U+043A><U+0430><U+044F> <U+043F><U+0440><U+043E><U+0432><U+0438><U+043D><U+0446><U+0438><U+044F> <U+0422><U+0430><U+0439><U+0432><U+0430><U+043D><U+044C>","<U+4E2D><U+56FD><U+53F0><U+6E7E><U+7701>","<U+0645><U+0642><U+0627><U+0637><U+0639><U+0629> <U+062A><U+0627><U+064A><U+0648><U+0627><U+0646> <U+0627><U+0644><U+0635><U+064A><U+0646><U+064A><U+0629>","China,Taiwan","158"
"TZA",NA,"Tanzania, United Rep. of",NA,"Tanzania, United Rep. of","Rep. Unida de Tanzanía","Rép.-Unie de Tanzanie","<U+041E><U+0431><U+044A><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0422><U+0430><U+043D><U+0437><U+0430><U+043D><U+0438><U+044F>","<U+5766><U+6851><U+5C3C><U+4E9A><U+8054><U+5408><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+062A><U+0646><U+0632><U+0627><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629>","the United Republic of Tanzania","la República Unida de Tanzanía","la République-Unie de Tanzanie","<U+041E><U+0431><U+044A><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0422><U+0430><U+043D><U+0437><U+0430><U+043D><U+0438><U+044F>","<U+5766><U+6851><U+5C3C><U+4E9A><U+8054><U+5408><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+062A><U+0646><U+0632><U+0627><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629>","Tanzania","834"
"THA",NA,"Thailand",NA,"Thailand","Tailandia","Thaïlande","<U+0422><U+0430><U+0438><U+043B><U+0430><U+043D><U+0434>","<U+6CF0><U+56FD>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+062A><U+0627><U+064A><U+0644><U+0646><U+062F>","the Kingdom of Thailand","el Reino de Tailandia","le Royaume de Thaïlande","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0422><U+0430><U+0438><U+043B><U+0430><U+043D><U+0434>","<U+6CF0><U+738B><U+56FD>","<U+062A><U+0627><U+064A><U+0644><U+0646><U+062F>","Thailand","764"
"TGO",NA,"Togo",NA,"Togo","Togo","Togo","<U+0422><U+043E><U+0433><U+043E>","<U+591A><U+54E5>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+062A><U+0648><U+063A><U+0648>","the Togolese Republic","la República Togolesa","la République togolaise","<U+0422><U+043E><U+0433><U+043E><U+043B><U+0435><U+0437><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+591A><U+54E5><U+5171><U+548C><U+56FD>","<U+062A><U+0648><U+063A><U+0648>","Togo","768"
"TKL",NA,"Tokelau",NA,"Tokelau","Tokelau","Tokélaou","<U+0422><U+043E><U+043A><U+0435><U+043B><U+0430><U+0443>","<U+6258><U+514B><U+52B3>","<U+062A><U+0648><U+0643><U+064A><U+0644><U+0627><U+0648>","Tokelau","Tokelau","les Tokélaou","<U+0422><U+043E><U+043A><U+0435><U+043B><U+0430><U+0443>","<U+6258><U+514B><U+52B3>","<U+062A><U+0648><U+0643><U+064A><U+0644><U+0627><U+0648>","Tokelau","772"
"TON",NA,"Tonga",NA,"Tonga","Tonga","Tonga","<U+0422><U+043E><U+043D><U+0433><U+0430>","<U+6C64><U+52A0>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+062A><U+0648><U+0646><U+063A><U+0627>","the Kingdom of Tonga","el Reino de Tonga","le Royaume des Tonga","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0422><U+043E><U+043D><U+0433><U+0430>","<U+6C64><U+52A0><U+738B><U+56FD>","<U+062A><U+0648><U+0646><U+063A><U+0627>","Tonga","776"
"TTO",NA,"Trinidad and Tobago",NA,"Trinidad and Tobago","Trinidad y Tabago","Trinité-et-Tobago","<U+0422><U+0440><U+0438><U+043D><U+0438><U+0434><U+0430><U+0434> <U+0438> <U+0422><U+043E><U+0431><U+0430><U+0433><U+043E>","<U+7279><U+7ACB><U+5C3C><U+8FBE><U+548C><U+591A><U+5DF4><U+54E5>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+062A><U+0631><U+064A><U+0646><U+064A><U+062F><U+0627><U+062F> <U+0648><U+062A><U+0648><U+0628><U+0627><U+063A><U+0648>","the Republic of Trinidad and Tobago","la República de Trinidad y Tabago","la République de Trinité-et-Tobago","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0422><U+0440><U+0438><U+043D><U+0438><U+0434><U+0430><U+0434> <U+0438> <U+0422><U+043E><U+0431><U+0430><U+0433><U+043E>","<U+7279><U+7ACB><U+5C3C><U+8FBE><U+548C><U+591A><U+5DF4><U+54E5><U+5171><U+548C><U+56FD>","<U+062A><U+0631><U+064A><U+0646><U+064A><U+062F><U+0627><U+062F> <U+0648><U+062A><U+0648><U+0628><U+0627><U+063A><U+0648>","Trinidad Tob","780"
"OMN",NA,"Oman",NA,"Oman","Omán","Oman","<U+041E><U+043C><U+0430><U+043D>","<U+963F><U+66FC>","<U+0633><U+0644><U+0637><U+0646><U+0629> <U+0639><U+0645><U+0627><U+0646>","the Sultanate of Oman","la Sultanía de Omán","le Sultanat d'Oman","<U+0421><U+0443><U+043B><U+0442><U+0430><U+043D><U+0430><U+0442> <U+041E><U+043C><U+0430><U+043D>","<U+963F><U+66FC><U+82CF><U+4E39><U+56FD>","<U+0639><U+0645><U+0627><U+0646>","Oman","512"
"TUN",NA,"Tunisia",NA,"Tunisia","Túnez","Tunisie","<U+0422><U+0443><U+043D><U+0438><U+0441>","<U+7A81><U+5C3C><U+65AF>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+062A><U+0648><U+0646><U+0633><U+064A><U+0629>","the Republic of Tunisia","la República de Túnez","la République tunisienne","<U+0422><U+0443><U+043D><U+0438><U+0441><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+7A81><U+5C3C><U+65AF><U+5171><U+548C><U+56FD>","<U+062A><U+0648><U+0646><U+0633>","Tunisia","788"
"TUR",NA,"Türkiye",NA,"Türkiye","Türkiye","Türkiye","<U+0422><U+0443><U+0440><U+0446><U+0438><U+044F>","<U+571F><U+8033><U+5176>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+062A><U+0631><U+0643><U+064A><U+0629>","the Republic of Türkiye","la República de Türkiye","la République de Türkiye","<U+0422><U+0443><U+0440><U+0435><U+0446><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+571F><U+8033><U+5176><U+5171><U+548C><U+56FD>","<U+062A><U+0631><U+0643><U+064A><U+0627>","Türkiye","792"
"TCA",NA,"Turks and Caicos Is.",NA,"Turks and Caicos Is.","Islas Turcas y Caicos","Îles Turques-et-Caïques","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0422><U+0451><U+0440><U+043A><U+0441> <U+0438> <U+041A><U+0430><U+0439><U+043A><U+043E><U+0441>","<U+7279><U+514B><U+65AF><U+548C><U+51EF><U+79D1><U+65AF><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+062A><U+0631><U+0643><U+0633> <U+0648><U+0643><U+0627><U+064A><U+0643><U+0648><U+0633>","the Turks and Caicos Islands","las Islas Turcas y Caicos","les Îles Turques-et-Caïques","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0422><U+0451><U+0440><U+043A><U+0441> <U+0438> <U+041A><U+0430><U+0439><U+043A><U+043E><U+0441>","<U+7279><U+514B><U+65AF><U+548C><U+51EF><U+79D1><U+65AF><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+062A><U+0631><U+0643><U+0633> <U+0648><U+0643><U+0627><U+064A><U+0643><U+0648><U+0633>","Turks Caicos","796"
"ARE",NA,"United Arab Emirates",NA,"United Arab Emirates","Emiratos Árabes Unidos","Émirats arabes unis","<U+041E><U+0431><U+044A><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0435> <U+0410><U+0440><U+0430><U+0431><U+0441><U+043A><U+0438><U+0435> <U+042D><U+043C><U+0438><U+0440><U+0430><U+0442><U+044B>","<U+963F><U+62C9><U+4F2F><U+8054><U+5408><U+914B><U+957F><U+56FD>","<U+0627><U+0644><U+0625><U+0645><U+0627><U+0631><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629>","the United Arab Emirates","los Emiratos Árabes Unidos","les Émirats arabes unis","<U+041E><U+0431><U+044A><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0435> <U+0410><U+0440><U+0430><U+0431><U+0441><U+043A><U+0438><U+0435> <U+042D><U+043C><U+0438><U+0440><U+0430><U+0442><U+044B>","<U+963F><U+62C9><U+4F2F><U+8054><U+5408><U+914B><U+957F><U+56FD>","<U+0627><U+0644><U+0625><U+0645><U+0627><U+0631><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629>","Untd Arab Em","784"
"UGA",NA,"Uganda",NA,"Uganda","Uganda","Ouganda","<U+0423><U+0433><U+0430><U+043D><U+0434><U+0430>","<U+4E4C><U+5E72><U+8FBE>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0623><U+0648><U+063A><U+0646><U+062F><U+0627>","the Republic of Uganda","la República de Uganda","la République de l'Ouganda","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0423><U+0433><U+0430><U+043D><U+0434><U+0430>","<U+4E4C><U+5E72><U+8FBE><U+5171><U+548C><U+56FD>","<U+0623><U+0648><U+063A><U+0646><U+062F><U+0627>","Uganda","800"
"TUV",NA,"Tuvalu",NA,"Tuvalu","Tuvalu","Tuvalu","<U+0422><U+0443><U+0432><U+0430><U+043B><U+0443>","<U+56FE><U+74E6><U+5362>","<U+062A><U+0648><U+0641><U+0627><U+0644><U+0648>","Tuvalu","Tuvalu","les Tuvalu","<U+0422><U+0443><U+0432><U+0430><U+043B><U+0443>","<U+56FE><U+74E6><U+5362>","<U+062A><U+0648><U+0641><U+0627><U+0644><U+0648>","Tuvalu","798"
"SUN",NA,"Un. Sov. Soc. Rep.",NA,"Un. Sov. Soc. Rep.","Unión de Rep.Soc.Sov.","Union des Rép.soc.sov.",NA,NA,NA,"Union of Soviet Socialist Republics","Unión de Rep.Soc.Sov.","Union des Républiques socialistes soviétiques",NA,NA,NA,"USSR","810"
"GBR",NA,"United Kingdom",NA,"United Kingdom","Reino Unido","Royaume-Uni","<U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+043E><U+0435> <U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+0438> <U+0438> <U+0421><U+0435><U+0432><U+0435><U+0440><U+043D><U+043E><U+0439> <U+0418><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+0438>","<U+5927><U+4E0D><U+5217><U+98A0><U+53CA><U+5317><U+7231><U+5C14><U+5170><U+8054><U+5408><U+738B><U+56FD>","<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> <U+0644><U+0628><U+0631><U+064A><U+0637><U+0627><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0639><U+0638><U+0645><U+0649> <U+0648><U+0622><U+064A><U+0631><U+0644><U+0646><U+062F><U+0627> <U+0627><U+0644><U+0634><U+0645><U+0627><U+0644><U+064A><U+0629>","the United Kingdom of Great Britain and Northern Ireland","el Reino Unido (de Gran Bretaña e Irlanda del Norte)","le Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","<U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+043E><U+0435> <U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+0438> <U+0438> <U+0421><U+0435><U+0432><U+0435><U+0440><U+043D><U+043E><U+0439> <U+0418><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+0438>","<U+5927><U+4E0D><U+5217><U+98A0><U+53CA><U+5317><U+7231><U+5C14><U+5170><U+8054><U+5408><U+738B><U+56FD>","<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> <U+0644><U+0628><U+0631><U+064A><U+0637><U+0627><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0639><U+0638><U+0645><U+0649> <U+0648><U+0622><U+064A><U+0631><U+0644><U+0646><U+062F><U+0627> <U+0627><U+0644><U+0634><U+0645><U+0627><U+0644><U+064A><U+0629>","UK","826"
"UKR",NA,"Ukraine",NA,"Ukraine","Ucrania","Ukraine","<U+0423><U+043A><U+0440><U+0430><U+0438><U+043D><U+0430>","<U+4E4C><U+514B><U+5170>","<U+0623><U+0648><U+0643><U+0631><U+0627><U+0646><U+064A><U+0627>","Ukraine","Ucrania","l'Ukraine","<U+0423><U+043A><U+0440><U+0430><U+0438><U+043D><U+0430>","<U+4E4C><U+514B><U+5170>","<U+0623><U+0648><U+0643><U+0631><U+0627><U+0646><U+064A><U+0627>","Ukraine","804"
"USA",NA,"United States of America",NA,"United States of America","Estados Unidos deAmérica","États-Unis d'Amérique","<U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0435> <U+0428><U+0442><U+0430><U+0442><U+044B> <U+0410><U+043C><U+0435><U+0440><U+0438><U+043A><U+0438>","<U+7F8E><U+5229><U+575A><U+5408><U+4F17><U+56FD>","<U+0627><U+0644><U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> <U+0627><U+0644><U+0623><U+0645><U+0631><U+064A><U+0643><U+064A><U+0651><U+0629>","the United States of America","los Estados Unidos de América","les États-Unis d'Amérique","<U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0435> <U+0428><U+0442><U+0430><U+0442><U+044B> <U+0410><U+043C><U+0435><U+0440><U+0438><U+043A><U+0438>","<U+7F8E><U+5229><U+575A><U+5408><U+4F17><U+56FD>","<U+0627><U+0644><U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> <U+0627><U+0644><U+0623><U+0645><U+0631><U+064A><U+0643><U+064A><U+0651><U+0629>","USA","840"
"UMI",NA,"US Minor Outlying Is.",NA,"US Minor Outlying Is.","Islas menores alejadasEU","Îl. mineures eloignéesEU","<U+0412><U+043D><U+0435><U+0448><U+043D><U+0438><U+0435> <U+043C><U+0430><U+043B><U+044B><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0445> <U+0428><U+0442><U+0430><U+0442><U+043E><U+0432> <U+0410><U+043C><U+0435><U+0440><U+0438><U+043A><U+0438>","<U+7F8E><U+56FD><U+5C0F><U+79BB><U+5C9B>","<U+062C><U+0632><U+0631> <U+0627><U+0644><U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> <U+0627><U+0644><U+0635><U+063A><U+0631><U+0649>","the United States Minor Outlying Islands","las Islas menores alejadas de los Estados Unidos","les Îles mineures éloignées des États-Unis","<U+0412><U+043D><U+0435><U+0448><U+043D><U+0438><U+0435> <U+043C><U+0430><U+043B><U+044B><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0421><U+043E><U+0435><U+0434><U+0438><U+043D><U+0435><U+043D><U+043D><U+044B><U+0445> <U+0428><U+0442><U+0430><U+0442><U+043E><U+0432> <U+0410><U+043C><U+0435><U+0440><U+0438><U+043A><U+0438>","<U+7F8E><U+56FD><U+5C0F><U+79BB><U+5C9B>","<U+062C><U+0632><U+0631> <U+0627><U+0644><U+0648><U+0644><U+0627><U+064A><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+062D><U+062F><U+0629> <U+0627><U+0644><U+0635><U+063A><U+0631><U+0649>","US Minor Is","581"
"BFA",NA,"Burkina Faso",NA,"Burkina Faso","Burkina Faso","Burkina Faso","<U+0411><U+0443><U+0440><U+043A><U+0438><U+043D><U+0430>-<U+0424><U+0430><U+0441><U+043E>","<U+5E03><U+57FA><U+7EB3><U+6CD5><U+7D22>","<U+0628><U+0648><U+0631><U+0643><U+064A><U+0646><U+0627> <U+0641><U+0627><U+0633><U+0648>","Burkina Faso","Burkina Faso","le Burkina Faso","<U+0411><U+0443><U+0440><U+043A><U+0438><U+043D><U+0430>-<U+0424><U+0430><U+0441><U+043E>","<U+5E03><U+57FA><U+7EB3><U+6CD5><U+7D22>","<U+0628><U+0648><U+0631><U+0643><U+064A><U+0646><U+0627> <U+0641><U+0627><U+0633><U+0648>","Burkina Faso","854"
"URY",NA,"Uruguay",NA,"Uruguay","Uruguay","Uruguay","<U+0423><U+0440><U+0443><U+0433><U+0432><U+0430><U+0439>","<U+4E4C><U+62C9><U+572D>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0623><U+0648><U+0631><U+0648><U+063A><U+0648><U+0627><U+064A> <U+0627><U+0644><U+0634><U+0631><U+0642><U+064A><U+0651><U+0629>","the Eastern Republic of Uruguay","la República Oriental del Uruguay","la République orientale de l'Uruguay","<U+0412><U+043E><U+0441><U+0442><U+043E><U+0447><U+043D><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0423><U+0440><U+0443><U+0433><U+0432><U+0430><U+0439>","<U+4E4C><U+62C9><U+572D><U+4E1C><U+5CB8><U+5171><U+548C><U+56FD>","<U+0623><U+0648><U+0631><U+0648><U+063A><U+0648><U+0627><U+064A>","Uruguay","858"
"UZB",NA,"Uzbekistan",NA,"Uzbekistan","Uzbekistán","Ouzbékistan","<U+0423><U+0437><U+0431><U+0435><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+4E4C><U+5179><U+522B><U+514B><U+65AF><U+5766>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0623><U+0648><U+0632><U+0628><U+0643><U+0633><U+062A><U+0627><U+0646>","the Republic of Uzbekistan","la República de Uzbekistán","la République d'Ouzbékistan","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0423><U+0437><U+0431><U+0435><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+4E4C><U+5179><U+522B><U+514B><U+65AF><U+5766><U+5171><U+548C><U+56FD>","<U+0623><U+0648><U+0632><U+0628><U+0643><U+0633><U+062A><U+0627><U+0646>","Uzbekistan","860"
"VEN",NA,"Venezuela (Boliv Rep of)",NA,"Venezuela (Boliv Rep of)","Venezuela (Rep Boliv de)","Venezuela (Rép boliv du)","<U+0412><U+0435><U+043D><U+0435><U+0441><U+0443><U+044D><U+043B><U+0430> (<U+0411><U+043E><U+043B><U+0438><U+0432><U+0430><U+0440><U+0438><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>)","<U+59D4><U+5185><U+745E><U+62C9>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0641><U+0646><U+0632><U+0648><U+064A><U+0644><U+0627> <U+0627><U+0644><U+0628><U+0648><U+0644><U+064A><U+0641><U+0627><U+0631><U+064A><U+0651><U+0629>","the Bolivarian Republic of Venezuela","la República Bolivariana de Venezuela","la République bolivarienne du Venezuela","<U+0411><U+043E><U+043B><U+0438><U+0432><U+0430><U+0440><U+0438><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0412><U+0435><U+043D><U+0435><U+0441><U+0443><U+044D><U+043B><U+0430>","<U+59D4><U+5185><U+745E><U+62C9><U+73BB><U+5229><U+74E6><U+5C14><U+5171><U+548C><U+56FD>","<U+0641><U+0646><U+0632><U+0648><U+064A><U+0644><U+0627> (<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> - <U+0627><U+0644><U+0628><U+0648><U+0644><U+064A><U+0641><U+0627><U+0631><U+064A><U+0651><U+0629>)","Venezuela","862"
"VNM",NA,"Viet Nam",NA,"Viet Nam","Viet Nam","Viet Nam","<U+0412><U+044C><U+0435><U+0442><U+043D><U+0430><U+043C>","<U+8D8A><U+5357>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0646><U+0627><U+0645> <U+0641><U+064A><U+064A><U+062A> <U+0627><U+0644><U+0627><U+0634><U+062A><U+0631><U+0627><U+0643><U+064A><U+0629>","the Socialist Republic of Viet Nam","la República Socialista de Viet Nam","la République socialiste du Viet Nam","<U+0421><U+043E><U+0446><U+0438><U+0430><U+043B><U+0438><U+0441><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0412><U+044C><U+0435><U+0442><U+043D><U+0430><U+043C>","<U+8D8A><U+5357><U+793E><U+4F1A><U+4E3B><U+4E49><U+5171><U+548C><U+56FD>","<U+0641><U+064A><U+064A><U+062A> <U+0646><U+0627><U+0645>","Viet Nam","704"
"ETH",NA,"Ethiopia",NA,"Ethiopia","Etiopía","Éthiopie","<U+042D><U+0444><U+0438><U+043E><U+043F><U+0438><U+044F>","<U+57C3><U+585E><U+4FC4><U+6BD4><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0625><U+062B><U+064A><U+0648><U+0628><U+064A><U+0627> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0627><U+062A><U+062D><U+0627><U+062F><U+064A><U+0651><U+0629>","the Federal Democratic Republic of Ethiopia","la República Democrática Federal de Etiopía","la République fédérale démocratique d'Éthiopie","<U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0442><U+0438><U+0432><U+043D><U+0430><U+044F> <U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+042D><U+0444><U+0438><U+043E><U+043F><U+0438><U+044F>","<U+57C3><U+585E><U+4FC4><U+6BD4><U+4E9A><U+8054><U+90A6><U+6C11><U+4E3B><U+5171><U+548C><U+56FD>","<U+0625><U+062B><U+064A><U+0648><U+0628><U+064A><U+0627>","Ethiopia","231"
"VGB",NA,"British Virgin Islands",NA,"British Virgin Islands","Islas Vírgenes Britán.","Îles Vierges britanniq.","<U+0411><U+0440><U+0438><U+0442><U+0430><U+043D><U+0441><U+043A><U+0438><U+0435> <U+0412><U+0438><U+0440><U+0433><U+0438><U+043D><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+82F1><U+5C5E><U+7EF4><U+5C14><U+4EAC><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0641><U+064A><U+0631><U+062C><U+064A><U+0646> <U+0627><U+0644><U+0628><U+0631><U+064A><U+0637><U+0627><U+0646><U+064A><U+0651><U+0629>","the British Virgin Islands","las Islas Vírgenes Británicas","les Îles Vierges britanniques","<U+0411><U+0440><U+0438><U+0442><U+0430><U+043D><U+0441><U+043A><U+0438><U+0435> <U+0412><U+0438><U+0440><U+0433><U+0438><U+043D><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+82F1><U+5C5E><U+7EF4><U+5C14><U+4EAC><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0641><U+064A><U+0631><U+062C><U+064A><U+0646> <U+0627><U+0644><U+0628><U+0631><U+064A><U+0637><U+0627><U+0646><U+064A><U+0651><U+0629>","Br Virgin Is","092"
